product_name,price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Arnavutköy - 2+1,29000.0,4,,,,
Arnavutköy - 3+1,29000.0,4,,,,
Arnavutköy - 3+2,30000.0,4,,,,
Arnavutköy - 5+1,28000.0,4,,,,
Arnavutköy / Bolluca - 2+1,30000.0,4,,,,
Arnavutköy / Bolluca - 3+2,30000.0,4,,,,
Arnavutköy / Hadımköy(Boyalık) - 3+1,29000.0,4,,,,
Arnavutköy / Haraççı - 2+1,27500.0,4,,,,
Arnavutköy / Haraççı - 3+1,28500.0,4,,,,
Arnavutköy / Haraççı - 4+2,30000.0,4,,,,
Arnavutköy / Taşoluk - 1+1,30000.0,4,,,,
Arnavutköy / Taşoluk - 2+1,30000.0,4,,,,
Arnavutköy / Taşoluk - 3+1,28500.0,4,,,,
Avcılar - 2+1,29000.0,4,,,,
Avcılar - 3+1,30000.0,4,,,,
Avcılar / Ambarlı - 2+1,27500.0,4,,,,
Avcılar / Ambarlı - 3+1,28000.0,4,,,,
Avcılar / Firuzköy - 1+1,30000.0,4,,,,
Avcılar / Firuzköy - 2+1,29000.0,4,,,,
Avcılar / Gümüşpala - 1+1,30000.0,4,,,,
Avcılar / Gümüşpala - 2+1,29750.0,4,,,,
Bahçelievler / Fevzi Çakmak - 2+1,29000.0,4,,,,
Bahçelievler / Hürriyet - 1+1,28750.0,4,,,,
Bahçelievler / Hürriyet - 2+1,30000.0,4,,,,
Bahçelievler / Kocasinan - 2+1,28000.0,4,,,,
Bahçelievler / Merkez - 1+1,30000.0,4,,,,
Bahçelievler / Merkez - Stüdyo (1+0),28000.0,4,,,,
Bahçelievler / Siyavuşpaşa - 2+1,30000.0,4,,,,
Bahçelievler / Siyavuşpaşa - 3+1,30000.0,4,,,,
Bahçelievler / Yenibosna - 2+1,29000.0,4,,,,
Bahçelievler / Zafer - 2+1,28000.0,4,,,,
Bahçelievler / Zafer - 3+1,30000.0,4,,,,
Bahçelievler / Şirinevler - 1+1,29000.0,4,,,,
Bahçelievler / Şirinevler - 2+1,30000.0,4,,,,
Bahçelievler / Şirinevler - 3+1,28500.0,4,,,,
Bakırköy / Ataköy - Stüdyo (1+0),30000.0,4,,,,
Bayrampaşa / Altıntepsi - 1+1,30000.0,4,,,,
Bayrampaşa / Altıntepsi - 2+1,30000.0,4,,,,
Bayrampaşa / Altıntepsi - 3+1,30000.0,4,,,,
Bayrampaşa / Muratpaşa - 1+1,30000.0,4,,,,
Bayrampaşa / Muratpaşa - 2+1,29000.0,4,,,,
Bayrampaşa / Muratpaşa - 3+1,30000.0,4,,,,
Bayrampaşa / Numunebağ - 2+1,30000.0,4,,,,
Bayrampaşa / Yıldırım - 1+1,30000.0,4,,,,
Bayrampaşa / Yıldırım - 2+1,30000.0,4,,,,
Bağcılar - 2+1,29000.0,4,,,,
Bağcılar - 3+1,29000.0,4,,,,
Bağcılar / Barbaros/Yeşilbağ - 2+1,28000.0,4,,,,
Bağcılar / Barbaros/Yeşilbağ - 3+1,29500.0,4,,,,
Bağcılar / Demirkapı - 2+1,28500.0,4,,,,
Bağcılar / Güneşli - 1+1,29500.0,4,,,,
Bağcılar / Güneşli - 2+1,29000.0,4,,,,
Bağcılar / Hürriyet - 1+1,29000.0,4,,,,
Bağcılar / Hürriyet - 2+1,29000.0,4,,,,
Bağcılar / Hürriyet - 3+1,30000.0,4,,,,
Bağcılar / Kemalpaşa - 2+1,29000.0,4,,,,
Bağcılar / Kirazlı - 2+1,28750.0,4,,,,
Bağcılar / Mahmutbey - 1+1,29000.0,4,,,,
Bağcılar / Mahmutbey - Stüdyo (1+0),28000.0,4,,,,
Başakşehir - 1+1,29999.5,4,,,,
Başakşehir - 2+1,30000.0,4,,,,
Başakşehir / Bahçeşehir - 1+1,29000.0,4,,,,
Başakşehir / Bahçeşehir - 2+1,29475.0,4,,,,
Başakşehir / Bahçeşehir - 3+1,30000.0,4,,,,
Başakşehir / İkitelli - 1+1,29000.0,4,,,,
Başakşehir / İkitelli - 2+1,29000.0,4,,,,
Başakşehir / İkitelli - 3+1,29750.0,4,,,,
Başakşehir / İkitelli - 3+2,28750.0,4,,,,
Başakşehir / İkitelli - 4+2,27999.0,4,,,,
Başakşehir / İkitelli - Stüdyo (1+0),30000.0,4,,,,
Beylikdüzü / Gürpınar - 1+1,29500.0,4,,,,
Beylikdüzü / Gürpınar - 2+1,30000.0,4,,,,
Beylikdüzü / Gürpınar - 3+1,29500.0,4,,,,
Beylikdüzü / Kavaklı - 1+1,30000.0,4,,,,
Beylikdüzü / Kavaklı - 2+1,30000.0,4,,,,
Beylikdüzü / Kavaklı - 3+1,30000.0,4,,,,
Beylikdüzü / Merkez - 3+1,30000.0,4,,,,
Beylikdüzü / Yakuplu - 1+1,29000.0,4,,,,
Beylikdüzü / Yakuplu - 2+1,28750.0,4,,,,
Beylikdüzü / Yakuplu - 3+1,30000.0,4,,,,
Beyoğlu / Arapcami - Stüdyo (1+0),30000.0,4,,,,
Beyoğlu / Cihangir - 1+1,30000.0,4,,,,
Beyoğlu / Halıcıoğlu - 1+1,30000.0,4,,,,
Beyoğlu / Halıcıoğlu - 2+0,30000.0,4,,,,
Beyoğlu / Halıcıoğlu - 2+1,30000.0,4,,,,
Beyoğlu / Kasımpaşa - 1+1,30000.0,4,,,,
Beyoğlu / Kasımpaşa - 2+1,30000.0,4,,,,
