item_name,price,category,color
Düğmeli dökümlü top,1090.0,Keten karışımlı,Açık mavi
Düğmeli dökümlü top,1090.0,Keten karışımlı,Beyaz
Bambula volanlı şort etek,1190.0,Keten karışımlı,Ekru
Bambula volanlı şort etek,1190.0,Keten karışımlı,Lacivert
Bambula volanlı şort etek,1190.0,Keten karışımlı,Açık mavi
Açık renk geniş paça jean,1790.0,Keten karışımlı,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM
İşlemeli dökümlü askılı top,1090.0,Keten karışımlı,Ekru
İşlemeli askılı dökümlü top,1090.0,Keten karışımlı,Kahverengi
Keten karışımlı şort,1090.0,Keten karışımlı,Ekru
Keten karışımlı şort,1090.0,Keten karışımlı,Kahverengi
Keten karışımlı şort,1090.0,Keten karışımlı,Krem rengi
Keten görünümlü bağcıklı pantolon,1190.0,Keten karışımlı,Beyaz
Keten görünümlü bağcıklı pantolon,1190.0,Keten karışımlı,Siyah
Keten görünümlü bağcıklı pantolon,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Ekru
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Siyah
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Pembe
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Krem rengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Haki
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Altın rengi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Siyah
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Beyaz
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Altın rengi
Düğmeli yelek,990.0,Keten karışımlı,Ekru
Düğmeli yelek,990.0,Keten karışımlı,Mavi
Düğmeli yelek,990.0,Keten karışımlı,Krem rengi
Düğmeli yelek,990.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Haki
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Mavi
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Kahverengi
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Ekru
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Açık sarı
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Kahverengi
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Ekru
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Mavi
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Haki
Kemerli dökümlü şort,1490.0,Keten karışımlı,Koyu lacivert
Kemerli dökümlü şort,1490.0,Keten karışımlı,Ekru
Kemerli dökümlü şort,1490.0,Keten karışımlı,Kahverengi
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Altın rengi
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Beyaz
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Lacivert
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Krem rengi
Bengalinden halter yaka üst,1090.0,Keten karışımlı,Kahverengi
Keten karışımlı şık şort,1190.0,Keten karışımlı,Kahverengi
Keten karışımlı şık şort,1190.0,Keten karışımlı,Ekru
Keten karışımlı şık şort,1190.0,Keten karışımlı,Mavi
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Kahverengi
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Siyah
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Ekru
Büzgülü dokulu tişört,790.0,Keten karışımlı,Kahverengi
Büzgülü dokulu tişört,790.0,Keten karışımlı,Siyah
Büzgülü dokulu tişört,790.0,Keten karışımlı,Ekru
Büzgülü dokulu tişört,790.0,Keten karışımlı,Haki
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Kahverengi
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Ekru
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Mavi
Dökümlü pareo pantolon,1490.0,Keten karışımlı,Haki
Dökümlü pareo pantolon,1490.0,Keten karışımlı,Krem rengi
Dökümlü Sarong Pantolon,1490.0,Keten karışımlı,Siyah
"Metalik iplikli, keten görünümlü, dökümlü pantolon",1590.0,Keten karışımlı,Mavi
"Metalik iplikli, keten görünümlü, dökümlü pantolon",1590.0,Keten karışımlı,Krem rengi
Basic keten karışımlı yelek,1490.0,Keten karışımlı,Mavi
V Yaka Kısa Elbise,1590.0,Keten karışımlı,Koyu mavi
Keten görünümlü straight fit pantolon,1590.0,Keten karışımlı,Kahverengi
Keten görünümlü straight fit pantolon,1590.0,Keten karışımlı,Ekru
Keten görünümlü çapraz sırtlı midi elbise,1790.0,Keten karışımlı,Kahverengi
Keten görünümlü çapraz sırtlı midi elbise,1790.0,Keten karışımlı,Lacivert
Keten görünümlü çapraz sırtlı midi elbise,1790.0,Keten karışımlı,Haki
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Beyaz
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Altın rengi
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Kahverengi
Panelli uzun etek,1590.0,Keten karışımlı,Beyaz
V Yaka Uzun Elbise,1790.0,Keten karışımlı,Açık sarı
Keten görünümlü çapraz askılı top,790.0,Keten karışımlı,Kahverengi
Keten görünümlü çapraz askılı top,790.0,Keten karışımlı,Beyaz
Keten görünümlü çapraz askılı top,790.0,Keten karışımlı,Altın rengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Haki
Keten görünümlü gömlek,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Krem rengi
Bohem midi etek,1390.0,Keten karışımlı,Beyaz
Bohem midi etek,1390.0,Keten karışımlı,Siyah
Bohem midi etek,1390.0,Keten karışımlı,Kahverengi
Dantel detaylı kısa elbise,1690.0,Keten karışımlı,Pembe
Dantel detaylı kısa elbise,1690.0,Keten karışımlı,Ekru
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Açık mavi
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Ekru
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Krem rengi
Sırtı Bağcıklı Kısa Dökümlü Elbise,1590.0,Keten karışımlı,Açık mavi
Sırtı Bağcıklı Kısa Dökümlü Elbise,1590.0,Keten karışımlı,Ekru
Sırtı Bağcıklı Kısa Dökümlü Elbise,1590.0,Keten karışımlı,Kahverengi
Qipao halter düğmeli top,1090.0,Keten karışımlı,Koyu mavi
Keten görünümlü culotte pantolon,1490.0,Keten karışımlı,Ekru
Keten görünümlü culotte pantolon,1490.0,Keten karışımlı,Siyah
Keten görünümlü culotte pantolon,1490.0,Keten karışımlı,Kahverengi
Keten görünümlü culotte pantolon,1490.0,Keten karışımlı,Krem rengi
basic keten görünümlü yelek,1490.0,Keten karışımlı,Beyaz
Keten görünümlü yelek,1490.0,Keten karışımlı,Krem rengi
Keten görünümlü düğmeli yelek,1490.0,Keten karışımlı,Siyah
Keten Karışımlı Geniş Yaka Triko Bluz,1090.0,Keten karışımlı,Pembe
Keten Karışımlı Geniş Yaka Triko Bluz,1090.0,Keten karışımlı,Açık sarı
Keten Karışımlı Geniş Yaka Triko Bluz,1090.0,Keten karışımlı,Kahverengi
"Sırt dekolteli, parlak detaylı kısa elbise",1790.0,Keten karışımlı,Koyu lacivert
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Haki
Askılı fırfırlı kısa elbise,1590.0,Keten karışımlı,Ekru
Askılı fırfırlı kısa elbise,1590.0,Keten karışımlı,Koyu lacivert
Askılı keten karışımlı top,990.0,Keten karışımlı,Koyu lacivert
Askılı keten karışımlı top,990.0,Keten karışımlı,Ekru
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Ekru
Keten Karışımlı Culotte Pantolon,1490.0,Keten karışımlı,Kahverengi
Çizgili ketenli dökümlü pantolon,1190.0,Keten karışımlı,Gri
Düğmeli dökümlü gömlek,1090.0,Keten karışımlı,Mavi
Düğmeli dökümlü gömlek,1090.0,Keten karışımlı,Siyah
Düğmeli dökümlü gömlek,1090.0,Keten karışımlı,Beyaz
Düğmeli dökümlü gömlek,1090.0,Keten karışımlı,Lacivert
Düğmeli dökümlü gömlek,1090.0,Keten karışımlı,Açık mavi
Düğmeli dökümlü gömlek,1090.0,Keten karışımlı,Krem rengi
