item_name,price,category,color
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Beyaz
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Altın rengi
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Kahverengi
Panelli uzun etek,1590.0,Keten karışımlı,Beyaz
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Açık mavi
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Ekru
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Krem rengi
Askılı keten karışımlı top,990.0,Keten karışımlı,Koyu lacivert
Askılı keten karışımlı top,990.0,Keten karışımlı,Ekru
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Ekru
Düğmeli dökümlü top,1090.0,Keten karışımlı,Beyaz
Bambula volanlı şort etek,1190.0,Keten karışımlı,Ekru
Bambula volanlı şort etek,1190.0,Keten karışımlı,Lacivert
Bambula volanlı şort etek,1190.0,Keten karışımlı,Açık mavi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Siyah
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Ekru
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Pembe
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Krem rengi
Keten görünümlü dökümlü pantolon,1190.0,Keten karışımlı,Haki
Keten görünümlü bağcıklı pantolon,1190.0,Keten karışımlı,Beyaz
Keten görünümlü bağcıklı pantolon,1190.0,Keten karışımlı,Siyah
Keten görünümlü bağcıklı pantolon,1190.0,Keten karışımlı,Kahverengi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Altın rengi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Siyah
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Beyaz
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Altın rengi
Düğmeli yelek,990.0,Keten karışımlı,Ekru
Düğmeli yelek,990.0,Keten karışımlı,Mavi
Düğmeli yelek,990.0,Keten karışımlı,Krem rengi
Düğmeli yelek,990.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Haki
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Kahverengi
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Ekru
"Kemerli, keten görünümlü düz paça pantolon",1590.0,Keten karışımlı,Açık sarı
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Haki
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Ekru
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Mavi
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Keten karışımlı,Kahverengi
Çok bantlı topuklu sandalet,1790.0,Keten karışımlı,KAHVERENGİ
Çok bantlı topuklu sandalet,1790.0,Keten karışımlı,ALTIN
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Kahverengi
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Ekru
Dökümlü kruvaze blazer,2290.0,Keten karışımlı,Mavi
Keten karışımlı şık şort,1190.0,Keten karışımlı,Kahverengi
Keten karışımlı şık şort,1190.0,Keten karışımlı,Ekru
Keten karışımlı şık şort,1190.0,Keten karışımlı,Mavi
Kemerli dökümlü şort,1490.0,Keten karışımlı,Koyu lacivert
Kemerli dökümlü şort,1490.0,Keten karışımlı,Ekru
Kemerli dökümlü şort,1490.0,Keten karışımlı,Kahverengi
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Altın rengi
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Beyaz
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Lacivert
Keten görünümlü yarasa kollu gömlek,1590.0,Keten karışımlı,Krem rengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Krem rengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Haki
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Ekru
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Siyah
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Kahverengi
Kırışık görünümlü straight fit pantolon,1190.0,Keten karışımlı,Haki
Büzgülü dokulu tişört,790.0,Keten karışımlı,Ekru
Büzgülü dokulu tişört,790.0,Keten karışımlı,Siyah
Büzgülü dokulu tişört,790.0,Keten karışımlı,Kahverengi
