item_name,price,category,color
Hacimli poplin pantolon,1590.0,Pantolon,Beyaz
Hacimli poplin pantolon,1590.0,Pantolon,Siyah
Hacimli poplin pantolon,1590.0,Pantolon,Açık mavi
Hacimli poplin pantolon,1590.0,Pantolon,Kiremit rengi
Teknik balon paraşüt pantolon,1590.0,Pantolon,Krem rengi
Stoperli poplin barrel pantolon,1590.0,Pantolon,Haki
Stoperli poplin barrel pantolon,1590.0,Pantolon,Kahverengi
Düz kesim dökümlü kemerli pantolon,1590.0,Pantolon,Lacivert
Düz kesim dökümlü kemerli pantolon,1590.0,Pantolon,Siyah
Düz kesim dökümlü kemerli pantolon,1590.0,Pantolon,Ekru
Düz kesim dökümlü kemerli pantolon,1590.0,Pantolon,Koyu Gri
Düz kesim dökümlü kemerli pantolon,1590.0,Pantolon,Kahverengi
Düz kesim dökümlü kemerli pantolon,1590.0,Pantolon,Mor
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Pantolon,Kahverengi
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Pantolon,Ekru
Ayarlanabilir düğmeli keten karışımlı bol paça pantolon,1590.0,Pantolon,Mavi
Keten görünümlü dökümlü pantolon,1190.0,Pantolon,Ekru
Keten görünümlü dökümlü pantolon,1190.0,Pantolon,Siyah
Keten görünümlü dökümlü pantolon,1190.0,Pantolon,Koyu lacivert
Keten görünümlü dökümlü pantolon,1190.0,Pantolon,Kahverengi
Keten görünümlü dökümlü pantolon,1190.0,Pantolon,Krem rengi
Keten görünümlü dökümlü pantolon,1190.0,Pantolon,Haki
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Siyah
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Lacivert
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Koyu Gri
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Kahverengi
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Krem rengi
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Haki
Yumuşak dokulu kumaş pantolon,1790.0,Pantolon,Mor
Geniş paça pantolon,1590.0,Pantolon,Siyah
Geniş paça pantolon,1590.0,Pantolon,Koyu Gri
Geniş paça pantolon,1590.0,Pantolon,Kahverengi
Geniş paça pantolon,1590.0,Pantolon,Bej
Geniş paça pantolon,1590.0,Pantolon,Haki
Geniş paça pensli klasik pantolon,1590.0,Pantolon,Koyu gri
Geniş paça pensli klasik pantolon,1590.0,Pantolon,Siyah
Geniş paça pensli klasik pantolon,1590.0,Pantolon,Lacivert
Geniş paça pensli klasik pantolon,1590.0,Pantolon,Bordo
Geniş paça pensli klasik pantolon,1590.0,Pantolon,Kahverengi
