item_name,price,category,color
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Kahverengi
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Ekru
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Mavi
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Krem rengi
Ayarlanabilir düğmeli keten karışımlı geniş paça pantolon,1590.0,Keten karışımlı,Haki
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Ekru
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Siyah
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Pembe
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Krem rengi
Keten görünümlü düz pantolon,1190.0,Keten karışımlı,Haki
Dökümlü eşarp pantolon,1590.0,Keten karışımlı,Krem rengi
Düğmeli yelek,990.0,Keten karışımlı,Kahverengi
Düğmeli yelek,990.0,Keten karışımlı,Ekru
Düğmeli yelek,990.0,Keten karışımlı,Mavi
Düğmeli yelek,990.0,Keten karışımlı,Altın rengi
Düğmeli yelek,990.0,Keten karışımlı,Krem rengi
Düğmeli yelek,990.0,Keten karışımlı,Haki
Makrome omuz çantası,1590.0,Keten karışımlı,Ekru
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Beyaz
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Turkuaz
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Açık pembe
Qipao halter yaka düğmeli üst,1090.0,Keten karışımlı,Kahverengi
Keten görünümlü şalvar pantolon,1490.0,Keten karışımlı,Beyaz
Keten görünümlü şalvar pantolon,1490.0,Keten karışımlı,Pembe
Keten görünümlü şalvar pantolon,1490.0,Keten karışımlı,Kahverengi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Beyaz
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Siyah
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Açık pembe
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Altın rengi
Keten etkili dökümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Deri parmak arası sandalet,2490.0,Keten karışımlı,BEJ
Kemerli dökümlü şort,1490.0,Keten karışımlı,Ekru
Kemerli dökümlü şort,1490.0,Keten karışımlı,Koyu lacivert
Kemerli dökümlü şort,1490.0,Keten karışımlı,Kahverengi
Vücuda oturan rustik blazer,2290.0,Keten karışımlı,Beyaz
Vücuda oturan rustik blazer,2290.0,Keten karışımlı,Siyah
Keten karışımlı şık şort,1190.0,Keten karışımlı,Ekru
Keten karışımlı şık şort,1190.0,Keten karışımlı,Mavi
Keten karışımlı şık şort,1190.0,Keten karışımlı,Kahverengi
Keten karışımlı şort,1090.0,Keten karışımlı,Ekru
Keten karışımlı şort,650.0,Keten karışımlı,Kahverengi
Keten karışımlı şort,650.0,Keten karışımlı,Krem rengi
Keten görünümlü çapraz sırtlı midi elbise,1790.0,Keten karışımlı,Lacivert
Keten görünümlü çapraz sırtlı midi elbise,1790.0,Keten karışımlı,Kahverengi
Keten görünümlü çapraz sırtlı midi elbise,1790.0,Keten karışımlı,Haki
Basic askılı top,490.0,Keten karışımlı,Beyaz
Basic askılı top,490.0,Keten karışımlı,Siyah
Keten görünümlü yelek,1490.0,Keten karışımlı,Krem rengi
D76 Mikro denim şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ PARÇA BOYAMA DENIM
D76 Mikro denim şort,1490.0,Keten karışımlı,Beyaz
D76 Mikro denim şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM
D76 Mikro denim şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ ORTA MAVİ DENIM
D76 Mikro denim şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ SİYAH DENIM
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Koyu lacivert
Geniş paça keten görünümlü pantolon,1190.0,Keten karışımlı,Ekru
Kruvaze halter top,790.0,Keten karışımlı,Ekru
Kruvaze halter top,790.0,Keten karışımlı,Siyah
Kruvaze halter top,790.0,Keten karışımlı,Kahverengi
Kruvaze halter top,790.0,Keten karışımlı,Haki
Metalik iplikli kroşe tote çanta,1790.0,Keten karışımlı,Ekru
Metalik iplikli kroşe tote çanta,1790.0,Keten karışımlı,Kahverengi
Çok bantlı topuklu sandalet,1790.0,Keten karışımlı,KAHVERENGİ
Çok bantlı topuklu sandalet,1790.0,Keten karışımlı,ALTIN
Düğmeli dökümlü top,1090.0,Keten karışımlı,Beyaz
Bengalinden halter yaka üst,1090.0,Keten karışımlı,Kahverengi
Yuvarlak epoksi güneş gözlüğü,790.0,Keten karışımlı,Haki
Keten görünümlü gömlek,1190.0,Keten karışımlı,Krem rengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Koyu lacivert
Keten görünümlü gömlek,1190.0,Keten karışımlı,Açık mavi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Soluk pembe
Keten görünümlü gömlek,1190.0,Keten karışımlı,Kahverengi
Keten görünümlü gömlek,1190.0,Keten karışımlı,Haki
D93 uzun şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ PARÇA BOYAMA DENIM
D93 uzun şort,1490.0,Keten karışımlı,Beyaz
D93 uzun şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ KOYU GRİ DENIM
D93 uzun şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ SİYAH DENIM
D93 uzun şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ ORTA MAVİ DENIM
D93 uzun şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM
D93 uzun şort,1490.0,Keten karışımlı,SOLUK EFEKTLİ AÇIK MAVİ DENIM
Dökümlü pareo pantolon,1490.0,Keten karışımlı,Krem rengi
Dökümlü pareo pantolon,1490.0,Keten karışımlı,Haki
File topuksuz terlik,2490.0,Keten karışımlı,KAHVERENGİ
Bambula işlemeli şort etek,1490.0,Keten karışımlı,Kahverengi
Bambula işlemeli şort etek,1490.0,Keten karışımlı,Siyah
Bambula işlemeli şort etek,1490.0,Keten karışımlı,Ekru
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Kahverengi
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Beyaz
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Altın rengi
Önü açık dökümlü bluz,1190.0,Keten karışımlı,Haki
İşlemeli askılı dökümlü top,1090.0,Keten karışımlı,Kahverengi
İşlemeli askılı dökümlü top,1090.0,Keten karışımlı,Altın rengi
Açık renk geniş paça jean,1790.0,Keten karışımlı,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM
Kombinasyon sepet tote çanta,1590.0,Keten karışımlı,Altın rengi
Kombinasyon sepet tote çanta,1590.0,Keten karışımlı,Beyaz
İşlemeli dökümlü askılı top,1090.0,Keten karışımlı,Ekru
Düğmeli dökümlü top,1090.0,Keten karışımlı,Açık mavi
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Krem rengi
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Ekru
Dökümlü barrel pantolon,1190.0,Keten karışımlı,Açık mavi
Parmak arası düz sandalet,1590.0,Keten karışımlı,KOMBİNE
Bambula volanlı şort etek,1190.0,Keten karışımlı,Ekru
Bambula volanlı şort etek,1190.0,Keten karışımlı,Lacivert
