product_name,price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
AF-G Sepet Grubu Siyah,1399.99,05,-16.66676587360639,0.0,0.0,0.0
AF-G Sepet Grubu Siyah-Bakır,1499.99,05,-16.666759259773663,0.0,0.0,0.0
AF-G Sepet Grubu Siyah-Krom,1499.99,05,-16.666759259773663,0.0,0.0,0.0
AQUA OPTIMA Su Arıtma Filtresi Beyaz,399.99,05,-16.667013896122835,-50.000625007812594,-50.000625007812594,-50.000625007812594
Abstract Flowers Kolay Ütülenir Tek Kişilik Çarşaflı Nevresim Takımı 160x220 cm Yeşil-Mavi,1199.99,05,0.0,42.857653067298415,42.857653067298415,42.857653067298415
"Acalis Akasya-Cam 4 Parça Sunumluk 33x10,5x6 cm Şeffaf",329.99,05,0.0,,-14.286085352866307,0.0
Adela Ahşap Masa Saati Naturel,1259.99,05,0.0,-12.500086806158375,-12.500086806158375,-86.00009555566173
Adelina Masa Örtüsü 150x200 cm Beyaz-Gold,1439.99,05,-9.090966483374263,0.0,-84.00009333343704,33.33364197816646
Adelina Runner 40x140 cm Beyaz-Gold,479.99,05,-9.091081270478607,0.0,0.0,-84.00028000093334
"Adora Cam Vazo 28,5 cm Krem",1049.99,05,0.0,0.0,0.0,-12.500104167534728
Adra Cam Vazo Amber,1439.99,05,0.0,0.0,0.0,-11.111179698640115
Adrea Paslanmaz Çelik Süzgeç 40 cm Gri,539.99,05,-16.66692387228198,0.0,0.0,-82.00027333424445
Akasya Dekoratif Tepsi Koyu Kahverengi,314.99,05,0.0,-12.50034723186755,-12.50034723186755,-86.000382223921
Akuante Dekoratif Tepsi 30x42 cm Multicolor,559.99,05,0.0,-12.500195315551805,-12.500195315551805,-86.00021500053751
Albus Dekoratif Jüt Kilim 100 cm Beyaz,1259.99,05,0.0,-12.500086806158375,-86.00009555566173,
Alexi Mutfak Gereci Yeşil,399.99,05,0.0,42.85867352405443,42.85867352405443,42.85867352405443
Alice Cam Kase Şeffaf,419.99,05,0.0,,0.0,0.0
Alice Polyresin Çerçeve 10x15 cm Krem,479.99,05,0.0,0.0,,14.286054429867379
"Alicia Cam Vazo 20,5 cm Kahverengi",1259.99,05,-16.666776896672598,0.0,0.0,0.0
Alicia Polyresin Çerçeve 10x15 cm Krem,584.99,05,0.0,0.0,0.0,
Aligne Pamuklu Bukle Kilim Krem,629.99,05,0.0,-12.500173613522412,-86.00019111153581,-86.00019111153581
Alina Cam 4lü Baharatlık Şeffaf,494.99,05,0.0,0.0,0.0,-82.00029818290248
Alina Polyresin Çerçeve 10x15 cm Beyaz,389.99,05,0.0,,,-14.286028264357459
Alina Polyresin Çerçeve 10x15 cm Krem,584.99,05,0.0,0.0,,12.500240389238254
Aline Dekoratif Kutu Krem,1139.99,05,0.0,0.0,0.0,-14.285821697907503
Alissa Polyresin Çerçeve 10x15 cm Beyaz,389.99,05,0.0,0.0,,-14.286028264357459
All Fresh Square Borosilikat Erzak Kabı Şeffaf,479.99,05,0.0,,,
All Stripe New Bone China Kupa 345 ml Siyah - Beyaz,399.99,05,-16.667013896122835,0.0,0.0,0.0
Allure Hasır Ekmek Sepeti Bej,350.0,05,0.0,-16.664682492440296,-16.664682492440296,-16.664682492440296
