District,Rooms,Price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akdeniz / Barış,1+1,15625.0,04,,,,
Akdeniz / Barış,2+1,16882.352941176472,04,,,,
Akdeniz / Barış,3+1,17085.685714285715,04,,,,
Akdeniz / Barış,4+1,130625.0,04,,,,
Akdeniz / Barış,Stüdyo (1+0),10000.0,04,,,,
Akdeniz / Camiişerif,1+1,17000.0,04,,,,
Akdeniz / Camiişerif,2+1,30285.714285714286,04,,,,
Akdeniz / Camiişerif,3+0,16500.0,04,,,,
Akdeniz / Camiişerif,3+1,15923.076923076924,04,,,,
Akdeniz / Camiişerif,Stüdyo (1+0),9000.0,04,,,,
Akdeniz / Karaduvar,2+1,16250.0,04,,,,
Akdeniz / Karaduvar,3+1,16233.333333333334,04,,,,
Akdeniz / Köyler,2+1,12000.0,04,,,,
Akdeniz / Merkez,2+1,135000.0,04,,,,
Akdeniz / Merkez,2.5+1,13000.0,04,,,,
Akdeniz / Mithatpaşa,2+1,12875.0,04,,,,
Akdeniz / Mithatpaşa,3+1,12875.0,04,,,,
Akdeniz / Nusratiye,1+1,16000.0,04,,,,
Akdeniz / Nusratiye,2+1,16199.933333333332,04,,,,
Akdeniz / Nusratiye,3+1,15826.923076923076,04,,,,
Akdeniz / Çankaya,1+1,9000.0,04,,,,
Akdeniz / Çankaya,1.5+1,12000.0,04,,,,
Akdeniz / Çankaya,2+1,16920.0,04,,,,
Akdeniz / Çankaya,3+1,16437.5,04,,,,
Akdeniz / Çankaya,Stüdyo (1+0),10000.0,04,,,,
Akdeniz / Çay,3+1,14250.0,04,,,,
Akdeniz / Özgürlük,1+1,12000.0,04,,,,
Akdeniz / Özgürlük,2+1,1334000.0,04,,,,
Akdeniz / Özgürlük,2.5+1,165000.0,04,,,,
Akdeniz / Özgürlük,3+1,180000.0,04,,,,
Akdeniz / Özgürlük,4+1,16000.0,04,,,,
Anamur / Göktaş,2+1,20833.333333333332,04,,,,
Anamur / Göktaş,3+1,22468.75,04,,,,
Anamur / Köyler,2+1,15000.0,04,,,,
Anamur / Köyler,3+1,15500.0,04,,,,
Anamur / Merkez,1+1,16500.0,04,,,,
