Date,Price,District,Rooms
2026-03-25,15000,Çiçekdağı,2+1
2026-03-25,16000,"Merkez
Hükümet",3+1
2026-03-25,14000,"Merkez
Hükümet",1+1
2026-03-25,11500,Çiçekdağı,3+1
2026-03-25,30000,"Merkez
Hükümet",5+1
2026-03-25,16000,Merkez,3+1
2026-03-25,14000,"Merkez
Çarşı",3+1
2026-03-25,22500,Merkez,3+1
2026-03-25,16000,"Merkez
Hükümet",1+1
2026-03-25,22000,"Merkez
Hükümet",3+1
2026-03-25,16500,Merkez,2+1
2026-03-25,10000,Mucur,2+1
2026-03-25,10999,"Merkez
Hükümet",3+1
2026-03-25,17000,"Merkez
Hükümet",3+1
2026-03-25,15500,"Merkez
Çarşı",3+1
2026-03-25,16000,"Merkez
Hükümet",3+1
2026-03-25,13500,"Merkez
Hükümet",2+1
2026-03-25,16000,"Merkez
Hükümet",2+1
2026-03-25,10000,Merkez,3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,13500,"Merkez
Çarşı",3+1
2026-03-25,20000,Merkez,4+1
2026-03-25,17000,Merkez,3+1
2026-03-25,18500,"Merkez
Çarşı",1+1
2026-03-25,7500,Merkez,3+1
2026-03-25,16500,"Merkez
Çarşı",1+1
2026-03-25,15500,"Merkez
Hükümet",3+1
2026-03-25,16500,"Merkez
Hükümet",3+1
2026-03-25,23000,Merkez,3+1
2026-03-25,15000,"Merkez
Hükümet",2+1
2026-03-25,14750,"Merkez
Hükümet",3+1
2026-03-25,22000,"Merkez
Hükümet",3+1
2026-03-25,16000,"Merkez
Hükümet",3+1
2026-03-25,13000,"Merkez
Hükümet",1+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,13000,Merkez,1+1
2026-03-25,20000,Merkez,3+1
2026-03-25,22000,Merkez,3+1
2026-03-25,16000,"Merkez
Hükümet",2+1
2026-03-25,20000,"Merkez
Hükümet",3+1
2026-03-25,19500,"Merkez
Hükümet",3+1
2026-03-25,17750,Merkez,1+1
2026-03-25,16500,Merkez,1+1
2026-03-25,10500,"Merkez
Hükümet",3+1
2026-03-25,14000,Merkez,1+1
2026-03-25,12250,"Merkez
Çarşı",2+1
2026-03-25,22500,"Merkez
Hükümet",4+1
2026-03-25,20000,"Merkez
Hükümet",3+1
2026-03-25,14000,"Merkez
Hükümet",3+1
2026-03-25,20000,"Merkez
Hükümet",3+1
2026-03-25,25000,"Merkez
Çarşı",2+1
2026-03-25,20000,Merkez,1+1
2026-03-25,18000,"Merkez
Hükümet",2+1
2026-03-25,15500,"Merkez
Çarşı",3+1
2026-03-25,20000,"Merkez
Hükümet",1+1
2026-03-25,13500,"Merkez
Hükümet",3+1
2026-03-25,20000,Merkez,2+1
2026-03-25,15500,Merkez,2+1
2026-03-25,10500,"Merkez
Hükümet",2+1
2026-03-25,15000,"Merkez
Hükümet",2+1
2026-03-25,15000,Çiçekdağı,2+1
2026-03-25,18000,Merkez,1+1
2026-03-25,12500,"Merkez
Hükümet",3+1
2026-03-25,15000,"Merkez
Çarşı",1+1
2026-03-25,12500,"Merkez
Hükümet",2+1
2026-03-25,16000,Merkez,1+1
2026-03-25,8500,Merkez,1+1
2026-03-25,12500,"Merkez
Hükümet",1+1
2026-03-25,16900,"Merkez
Hükümet",3+1
2026-03-25,18750,"Merkez
Hükümet",4+1
2026-03-25,20500,"Merkez
Çarşı",1+1
2026-03-25,17000,"Merkez
Hükümet",1+1
2026-03-25,17500,"Merkez
Çarşı",2+1
2026-03-25,13000,"Merkez
Çarşı",1+1
2026-03-25,17000,"Merkez
Hükümet",3+1
2026-03-25,17500,"Merkez
Hükümet",3+1
2026-03-25,14500,"Merkez
Hükümet",3+1
2026-03-25,12500,"Merkez
Hükümet",5+1
2026-03-25,17000,Merkez,1+1
2026-03-25,17000,Merkez,1.5+1
2026-03-25,12500,"Merkez
Hükümet",1+1
2026-03-25,15000,"Merkez
Çarşı",1+1
2026-03-25,19000,Kaman,4+1
2026-03-25,18500,"Merkez
Çarşı",2+1
2026-03-25,14000,"Merkez
Hükümet",1+1
2026-03-25,26500,"Merkez
Hükümet",2+1
2026-03-25,14000,"Merkez
Hükümet",3+1
2026-03-25,13000,Merkez,3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,17000,Merkez,3+1
2026-03-25,13500,Merkez,3+1
2026-03-25,15000,"Merkez
Çarşı",3+1
2026-03-25,12000,"Merkez
Hükümet",3+1
2026-03-25,16500,"Çiçekdağı
Köseli",3+1
2026-03-25,17850,Merkez,1+1
2026-03-25,11500,"Merkez
Hükümet",3+1
2026-03-25,12750,"Merkez
Hükümet",4+1
2026-03-25,10500,"Merkez
Hükümet",2+1
2026-03-25,19500,"Merkez
Çarşı",2+1
2026-03-25,19500,"Merkez
Çarşı",2+1
2026-03-25,17500,Merkez,2+1
2026-03-25,20000,Merkez,1+1
2026-03-25,15000,"Merkez
Çarşı",1+1
2026-03-25,10000,"Merkez
Hükümet",2+1
2026-03-25,10000,Kaman,1+1
2026-03-25,12750,"Merkez
Hükümet",2+1
2026-03-25,20000,"Merkez
Hükümet",2+1
2026-03-25,7000,Merkez,3+1
2026-03-25,16500,"Merkez
Hükümet",3+1
2026-03-25,17500,"Merkez
Çarşı",2+1
2026-03-25,15500,"Merkez
Çarşı",1+1
2026-03-25,12000,Merkez,1+1
2026-03-25,14000,"Merkez
Hükümet",3+1
2026-03-25,18500,Merkez,3+1
2026-03-25,27000,"Merkez
Hükümet",4+1
2026-03-25,18000,Merkez,3+1
2026-03-25,14999,"Merkez
Hükümet",3+1
2026-03-25,17000,"Merkez
Çarşı",1+1
2026-03-25,17500,Merkez,2+1
2026-03-25,18001,"Merkez
Hükümet",1+1
2026-03-25,28000,Merkez,3+1
2026-03-25,12000,"Merkez
Hükümet",3+1
2026-03-25,17000,Merkez,1+1
2026-03-25,19000,"Merkez
Çarşı",1+1
2026-03-25,10000,"Merkez
Hükümet",3+1
2026-03-25,15000,"Merkez
Çarşı",2+1
2026-03-25,17000,"Merkez
Hükümet",3+1
2026-03-25,15500,"Merkez
Hükümet",3+1
2026-03-25,23000,Merkez,1+1
2026-03-25,14000,Kaman,3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,18500,Merkez,1+1
2026-03-25,27000,"Merkez
Çarşı",4+1
2026-03-25,17000,"Merkez
Hükümet",2+1
2026-03-25,12500,Merkez,3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,20000,"Merkez
Hükümet",2+1
2026-03-25,15000,"Merkez
Çarşı",3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,14000,Merkez,3+1
2026-03-25,17000,"Merkez
Çarşı",1+1
2026-03-25,18500,"Merkez
Hükümet",3+1
2026-03-25,25000,Merkez,4+1
2026-03-25,29000,Merkez,2+1
2026-03-25,17500,Merkez,1+1
2026-03-25,17500,"Merkez
Hükümet",3+1
2026-03-25,14000,"Merkez
Hükümet",2+1
2026-03-25,17000,Merkez,1+1
2026-03-25,12000,"Merkez
Hükümet",3+1
2026-03-25,12750,"Merkez
Çarşı",1+1
2026-03-25,16000,"Merkez
Hükümet",3+1
2026-03-25,12500,"Merkez
Çarşı",1+1
2026-03-25,21000,Merkez,4+1
2026-03-25,18000,"Merkez
Hükümet",3+1
2026-03-25,31000,"Merkez
Çarşı",2+1
2026-03-25,13000,Merkez,3+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,15500,"Merkez
Hükümet",3+1
2026-03-25,12000,"Merkez
Hükümet",3+1
2026-03-25,13000,"Merkez
Hükümet",3+1
2026-03-25,13500,Merkez,1+1
2026-03-25,17000,Merkez,1+1
2026-03-25,14000,"Merkez
Çarşı",2+1
2026-03-25,16750,Merkez,1+1
2026-03-25,10000,"Merkez
Hükümet",3+1
2026-03-25,16500,Merkez,3+1
2026-03-25,11000,"Merkez
Hükümet",3+1
2026-03-25,17500,"Merkez
Hükümet",2+1
2026-03-25,17000,Kaman,4+1
2026-03-25,15500,Merkez,1+1
2026-03-25,17000,Merkez,1+1
2026-03-25,20000,"Merkez
Çarşı",2+1
2026-03-25,21000,"Merkez
Çarşı",4+1
2026-03-25,11000,"Merkez
Hükümet",2+1
2026-03-25,19000,"Merkez
Hükümet",2+1
2026-03-25,14500,"Merkez
Hükümet",3+1
2026-03-25,15500,"Merkez
Hükümet",3+1
2026-03-25,12750,"Merkez
Hükümet",3+1
2026-03-25,18500,"Merkez
Hükümet",3+1
2026-03-25,15000,"Merkez
Hükümet",1+1
2026-03-25,25000,"Merkez
Çarşı",2+1
2026-03-25,20000,Kaman,3+1
2026-03-25,5500,"Merkez
Hükümet",2+1
2026-03-25,14000,Kaman,3+1
2026-03-25,15000,"Merkez
Hükümet",2+1
2026-03-25,16500,Merkez,1+1
2026-03-25,13000,"Merkez
Çarşı",3+1
2026-03-25,17500,Merkez,3+1
2026-03-25,8500,"Merkez
Hükümet",2+1
2026-03-25,18250,Merkez,3+1
2026-03-25,16000,"Merkez
Hükümet",2+1
2026-03-25,17500,Merkez,2+1
2026-03-25,18000,"Merkez
Hükümet",3+1
2026-03-25,13000,Merkez,2+1
2026-03-25,12000,Kaman,3+1
2026-03-25,13000,"Merkez
Çarşı",3+1
2026-03-25,15000,Merkez,2+1
2026-03-25,17500,"Merkez
Hükümet",3+1
2026-03-25,14000,"Merkez
Çarşı",2+1
2026-03-25,11500,"Merkez
Hükümet",3+1
2026-03-25,20000,"Merkez
Hükümet",4+0
2026-03-25,12500,"Merkez
Hükümet",3+1
2026-03-25,11000,"Merkez
Hükümet",3+1
2026-03-25,19000,Kaman,1+1
2026-03-25,16500,"Merkez
Hükümet",1+1
2026-03-25,17000,Merkez,3+1
2026-03-25,13500,Merkez,2+1
2026-03-25,18500,"Merkez
Çarşı",2+1
2026-03-25,15000,"Merkez
Çarşı",3+1
2026-03-25,17000,"Merkez
Hükümet",1+1
2026-03-25,27000,"Merkez
Çarşı",4+1
2026-03-25,15000,Merkez,1+1
2026-03-25,14000,Merkez,2+0
2026-03-25,13500,"Merkez
Hükümet",3+1
2026-03-25,17250,Merkez,1+1
2026-03-25,15000,"Merkez
Hükümet",1+1
2026-03-25,25000,"Merkez
Hükümet",2+1
2026-03-25,25000,Merkez,3+1
2026-03-25,15000,Merkez,3+1
2026-03-25,13500,"Merkez
Hükümet",3+1
2026-03-25,15000,"Merkez
Hükümet",5+1
2026-03-25,18000,"Merkez
Çarşı",1+1
2026-03-25,13000,"Merkez
Hükümet",3+1
2026-03-25,21000,"Merkez
Hükümet",4+1
2026-03-25,11500,"Merkez
Hükümet",3+1
2026-03-25,23000,"Merkez
Hükümet",6+1
2026-03-25,14000,"Merkez
Hükümet",3+1
2026-03-25,16000,"Merkez
Hükümet",1+1
2026-03-25,15500,"Merkez
Hükümet",3+1
2026-03-25,16500,"Merkez
Hükümet",1+1
2026-03-25,18000,Merkez,1+1
2026-03-25,10000,"Merkez
Hükümet",2+1
2026-03-25,17500,"Merkez
Çarşı",1+1
2026-03-25,20000,"Merkez
Hükümet",3+1
2026-03-25,19000,"Merkez
Çarşı",1.5+1
2026-03-25,15000,Merkez,1+1
2026-03-25,13500,"Merkez
Hükümet",2+1
2026-03-25,8500,"Merkez
Hükümet",2+1
2026-03-25,15000,"Merkez
Hükümet",3+1
2026-03-25,16000,"Merkez
Çarşı",3+1
