Date,Price,District,Rooms
2026-03-22,17750,Merkez,1+1
2026-03-22,15000,"Merkez
Hükümet",2+1
2026-03-22,16500,Merkez,1+1
2026-03-22,19000,"Merkez
Çarşı",1+1
2026-03-22,10500,"Merkez
Hükümet",3+1
2026-03-22,14000,Merkez,1+1
2026-03-22,12500,"Merkez
Hükümet",2+1
2026-03-22,12250,"Merkez
Çarşı",2+1
2026-03-22,22500,"Merkez
Hükümet",4+1
2026-03-22,20000,"Merkez
Hükümet",3+1
2026-03-22,14000,"Merkez
Hükümet",3+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,20000,"Merkez
Hükümet",3+1
2026-03-22,15000,Çiçekdağı,2+1
2026-03-22,16900,"Merkez
Hükümet",3+1
2026-03-22,18000,"Merkez
Hükümet",2+1
2026-03-22,15500,"Merkez
Çarşı",3+1
2026-03-22,13000,Merkez,1+1
2026-03-22,23000,Merkez,2+1
2026-03-22,17500,"Merkez
Hükümet",3+1
2026-03-22,15500,Merkez,2+1
2026-03-22,11500,"Merkez
Hükümet",2+1
2026-03-22,15000,Çiçekdağı,2+1
2026-03-22,12500,"Merkez
Hükümet",3+1
2026-03-22,16500,"Merkez
Çarşı",1+1
2026-03-22,16000,Merkez,1+1
2026-03-22,12500,"Merkez
Hükümet",1+1
2026-03-22,18750,"Merkez
Hükümet",4+1
2026-03-22,20500,"Merkez
Çarşı",1+1
2026-03-22,17500,"Merkez
Çarşı",2+1
2026-03-22,13000,"Merkez
Çarşı",1+1
2026-03-22,31000,"Merkez
Çarşı",2+1
2026-03-22,17000,"Merkez
Hükümet",3+1
2026-03-22,14500,"Merkez
Hükümet",3+1
2026-03-22,12500,"Merkez
Hükümet",5+1
2026-03-22,10000,"Merkez
Hükümet",2+1
2026-03-22,17500,Merkez,1+1
2026-03-22,17000,Merkez,1.5+1
2026-03-22,12500,"Merkez
Hükümet",1+1
2026-03-22,15000,"Merkez
Çarşı",1+1
2026-03-22,19000,Kaman,4+1
2026-03-22,19000,"Merkez
Çarşı",2+1
2026-03-22,14000,"Merkez
Hükümet",1+1
2026-03-22,26500,"Merkez
Hükümet",2+1
2026-03-22,14000,"Merkez
Hükümet",3+1
2026-03-22,13000,Merkez,3+1
2026-03-22,17000,Merkez,3+1
2026-03-22,13500,Merkez,3+1
2026-03-22,14999,"Merkez
Hükümet",3+1
2026-03-22,15000,"Merkez
Çarşı",3+1
2026-03-22,12000,"Merkez
Hükümet",3+1
2026-03-22,17500,"Çiçekdağı
Köseli",3+1
2026-03-22,17850,Merkez,1+1
2026-03-22,11500,"Merkez
Hükümet",3+1
2026-03-22,12750,"Merkez
Hükümet",4+1
2026-03-22,29000,Merkez,2+1
2026-03-22,10500,"Merkez
Hükümet",2+1
2026-03-22,19500,"Merkez
Çarşı",2+1
2026-03-22,15500,"Merkez
Hükümet",3+1
2026-03-22,19500,"Merkez
Çarşı",2+1
2026-03-22,17500,Merkez,2+1
2026-03-22,20000,Merkez,1+1
2026-03-22,15000,"Merkez
Çarşı",1+1
2026-03-22,10000,Kaman,1+1
2026-03-22,12750,"Merkez
Hükümet",2+1
2026-03-22,20000,"Merkez
Hükümet",2+1
2026-03-22,7000,Merkez,3+1
2026-03-22,16000,"Merkez
Hükümet",1+1
2026-03-22,16500,"Merkez
Hükümet",3+1
2026-03-22,17500,"Merkez
Çarşı",2+1
2026-03-22,15500,"Merkez
Çarşı",1+1
2026-03-22,12000,Merkez,1+1
2026-03-22,14000,"Merkez
Hükümet",3+1
2026-03-22,18500,Merkez,3+1
2026-03-22,27000,"Merkez
Hükümet",4+1
2026-03-22,18000,Merkez,3+1
2026-03-22,17500,Merkez,2+1
2026-03-22,18001,"Merkez
Hükümet",1+1
2026-03-22,28000,Merkez,3+1
2026-03-22,12000,"Merkez
Hükümet",3+1
2026-03-22,17000,Merkez,1+1
2026-03-22,19000,"Merkez
Çarşı",1+1
2026-03-22,10000,"Merkez
Hükümet",3+1
2026-03-22,15000,"Merkez
Çarşı",2+1
2026-03-22,17000,"Merkez
Hükümet",3+1
2026-03-22,25000,"Merkez
Çarşı",2+1
2026-03-22,25000,Merkez,1+1
2026-03-22,17500,"Merkez
Hükümet",2+1
2026-03-22,14000,Kaman,3+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,18500,Merkez,1+1
2026-03-22,27000,"Merkez
Çarşı",4+1
2026-03-22,15000,"Merkez
Hükümet",2+1
2026-03-22,17000,"Merkez
Hükümet",2+1
2026-03-22,12500,Merkez,3+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,20000,"Merkez
Hükümet",2+1
2026-03-22,15000,"Merkez
Çarşı",3+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,21000,Merkez,4+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,14000,Merkez,3+1
2026-03-22,17000,"Merkez
Çarşı",1+1
2026-03-22,18500,"Merkez
Hükümet",3+1
2026-03-22,25000,Merkez,4+1
2026-03-22,17500,Merkez,1+1
2026-03-22,17500,"Merkez
Hükümet",3+1
2026-03-22,14000,"Merkez
Hükümet",2+1
2026-03-22,17000,Merkez,1+1
2026-03-22,12000,"Merkez
Hükümet",3+1
2026-03-22,12750,"Merkez
Çarşı",1+1
2026-03-22,16000,"Merkez
Hükümet",3+1
2026-03-22,12500,"Merkez
Çarşı",1+1
2026-03-22,18000,"Merkez
Hükümet",3+1
2026-03-22,13000,Merkez,3+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,15500,"Merkez
Hükümet",3+1
2026-03-22,12000,"Merkez
Hükümet",3+1
2026-03-22,15500,Merkez,1+1
2026-03-22,26000,Merkez,2+0
2026-03-22,19000,"Merkez
Hükümet",2+1
2026-03-22,13000,"Merkez
Hükümet",3+1
2026-03-22,13500,Merkez,1+1
2026-03-22,17000,Merkez,1+1
2026-03-22,14000,"Merkez
Hükümet",3+1
2026-03-22,14000,"Merkez
Çarşı",2+1
2026-03-22,16750,Merkez,1+1
2026-03-22,10000,"Merkez
Hükümet",3+1
2026-03-22,16500,Merkez,3+1
2026-03-22,11000,"Merkez
Hükümet",3+1
2026-03-22,17000,Kaman,4+1
2026-03-22,17000,Merkez,1+1
2026-03-22,16000,Kaman,2+1
2026-03-22,20000,"Merkez
Çarşı",2+1
2026-03-22,21000,"Merkez
Çarşı",4+1
2026-03-22,11000,"Merkez
Hükümet",2+1
2026-03-22,14500,"Merkez
Hükümet",3+1
2026-03-22,17000,Merkez,2+1
2026-03-22,15500,"Merkez
Hükümet",3+1
2026-03-22,18000,"Merkez
Çarşı",1+1
2026-03-22,18000,Merkez,1+1
2026-03-22,10000,"Merkez
Hükümet",3+1
2026-03-22,12000,"Merkez
Çarşı",3+1
2026-03-22,12750,"Merkez
Hükümet",3+1
2026-03-22,18500,"Merkez
Hükümet",3+1
2026-03-22,15000,"Merkez
Hükümet",1+1
2026-03-22,17000,Merkez,3+1
2026-03-22,20000,Kaman,3+1
2026-03-22,5500,"Merkez
Hükümet",2+1
2026-03-22,12000,Kaman,3+1
2026-03-22,15000,"Merkez
Hükümet",2+1
2026-03-22,16000,"Merkez
Hükümet",1+1
2026-03-22,15000,"Merkez
Hükümet",1+1
2026-03-22,15000,Kaman,1+1
2026-03-22,16500,"Merkez
Çarşı",1+1
2026-03-22,15500,"Merkez
Çarşı",1+1
2026-03-22,16500,Merkez,1+1
2026-03-22,16500,Merkez,3+1
2026-03-22,13000,"Merkez
Çarşı",3+1
2026-03-22,17500,Merkez,3+1
2026-03-22,16500,"Merkez
Hükümet",2+1
2026-03-22,14000,"Merkez
Hükümet",2+1
2026-03-22,15500,"Merkez
Hükümet",3+1
2026-03-22,8500,"Merkez
Hükümet",2+1
2026-03-22,18250,Merkez,3+1
2026-03-22,16000,"Merkez
Hükümet",2+1
2026-03-22,17500,Merkez,2+1
2026-03-22,18000,"Merkez
Hükümet",3+1
2026-03-22,18500,Merkez,2+1
2026-03-22,13000,Merkez,2+1
2026-03-22,35000,"Merkez
Hükümet",3+1
2026-03-22,12000,Kaman,3+1
2026-03-22,13000,"Merkez
Çarşı",3+1
2026-03-22,18000,"Merkez
Hükümet",1+1
2026-03-22,15000,Merkez,2+1
2026-03-22,15000,"Merkez
Çarşı",3+1
2026-03-22,17500,"Merkez
Hükümet",3+1
2026-03-22,14000,"Merkez
Çarşı",2+1
2026-03-22,11500,"Merkez
Hükümet",3+1
2026-03-22,20000,"Merkez
Hükümet",4+0
2026-03-22,12500,"Merkez
Hükümet",3+1
2026-03-22,11000,"Merkez
Hükümet",3+1
2026-03-22,19000,Kaman,1+1
2026-03-22,17500,"Merkez
Hükümet",1+1
2026-03-22,16500,"Merkez
Hükümet",1+1
2026-03-22,17000,Merkez,3+1
2026-03-22,13500,Merkez,2+1
2026-03-22,18500,"Merkez
Çarşı",2+1
2026-03-22,15000,"Merkez
Çarşı",3+1
2026-03-22,18000,"Merkez
Hükümet",1+1
2026-03-22,17000,"Merkez
Hükümet",1+1
2026-03-22,18500,Merkez,1+1
2026-03-22,29000,"Merkez
Çarşı",4+1
2026-03-22,15000,Merkez,1+1
2026-03-22,23000,"Merkez
Hükümet",2+1
2026-03-22,14000,Merkez,2+0
2026-03-22,13500,"Merkez
Hükümet",3+1
2026-03-22,17250,Merkez,1+1
2026-03-22,15000,"Merkez
Hükümet",1+1
2026-03-22,25000,"Merkez
Hükümet",2+1
2026-03-22,25000,Merkez,3+1
2026-03-22,15000,Merkez,3+1
2026-03-22,13500,"Merkez
Hükümet",3+1
2026-03-22,15000,"Merkez
Hükümet",5+1
2026-03-22,18000,"Merkez
Çarşı",1+1
2026-03-22,21000,"Merkez
Hükümet",4+1
2026-03-22,11500,"Merkez
Hükümet",3+1
2026-03-22,27000,"Merkez
Çarşı",1+1
2026-03-22,23000,"Merkez
Hükümet",6+1
2026-03-22,20000,Merkez,3+1
2026-03-22,14000,"Merkez
Hükümet",3+1
2026-03-22,17500,"Merkez
Hükümet",1+1
2026-03-22,16000,"Merkez
Hükümet",1+1
2026-03-22,15000,Merkez,1+1
2026-03-22,15500,"Merkez
Hükümet",3+1
2026-03-22,16500,"Merkez
Hükümet",1+1
2026-03-22,18000,Merkez,1+1
2026-03-22,10000,"Merkez
Hükümet",2+1
2026-03-22,13000,"Merkez
Hükümet",3+1
2026-03-22,14000,Merkez,3+1
2026-03-22,17500,"Merkez
Çarşı",1+1
2026-03-22,22500,Merkez,1+1
2026-03-22,20000,Merkez,1+1
2026-03-22,20000,"Merkez
Hükümet",3+1
2026-03-22,19000,"Merkez
Çarşı",1.5+1
2026-03-22,13500,"Merkez
Hükümet",2+1
2026-03-22,8500,"Merkez
Hükümet",2+1
2026-03-22,15000,"Merkez
Hükümet",3+1
2026-03-22,13500,Merkez,2+1
2026-03-22,16500,"Merkez
Çarşı",3+1
2026-03-22,16000,Merkez,1+1
2026-03-22,29000,"Merkez
Çarşı",2+1
2026-03-22,17000,Merkez,1+1
2026-03-22,8500,"Merkez
Hükümet",2+1
2026-03-22,19000,Merkez,3+1
2026-03-22,13500,"Merkez
Hükümet",3+1
2026-03-22,17250,Merkez,1+1
2026-03-22,30000,"Merkez
Hükümet",3+1
2026-03-22,17000,"Merkez
Çarşı",1+1
2026-03-22,16000,"Merkez
Hükümet",3+1
2026-03-22,15500,Merkez,3+1
2026-03-22,18500,Merkez,1+1
2026-03-22,12000,Merkez,3+1
2026-03-22,21000,Merkez,2+1
2026-03-22,17000,Kaman,3+1
2026-03-22,16000,"Merkez
Hükümet",3+1
2026-03-22,12500,"Merkez
Hükümet",3+1
2026-03-22,11000,"Merkez
Hükümet",2+1
2026-03-22,9500,"Merkez
Hükümet",3+1
2026-03-22,16500,"Merkez
Çarşı",3+1
2026-03-22,16000,"Merkez
Hükümet",1+1
2026-03-22,25000,Merkez,1+1
2026-03-22,17150,"Merkez
Çarşı",1+1
2026-03-22,20000,Merkez,2+1
2026-03-22,20000,"Merkez
Çarşı",2+1
2026-03-22,13000,"Merkez
Hükümet",3+1
2026-03-22,20500,Merkez,2+1
2026-03-22,12000,"Merkez
Çarşı",1+1
2026-03-22,22500,"Merkez
Hükümet",1+1
2026-03-22,13000,"Merkez
Hükümet",3+1
2026-03-22,18000,Merkez,2+1
2026-03-22,22000,"Merkez
Hükümet",3+1
2026-03-22,16000,Merkez,2+1
2026-03-22,25000,Merkez,1+1
2026-03-22,13000,"Merkez
Hükümet",3+1
2026-03-22,22000,Merkez,4+1
2026-03-22,21500,Merkez,1+1
