Price,Location,Rooms
24.500 TL,Kepez/Sütçüler,1+1
25.000 TL,Finike/Beldeler,2+1
24.000 TL,Alanya/Beldeler,1+1
18.000 TL,Döşemealtı/Yeniköy,1+1
28.000 TL,Döşemealtı/Yeniköy,2+1
22.000 TL,Manavgat,1+1
20.000 TL,KepezDuraliler,2+1
18.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
18.500 TL,Gazipaşa,1+1
21.000 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Aksu,1+1
30.000 TL,Muratpaşa/Meltem,1+1
20.000 TL,Alanya/Beldeler,1+1
23.000 TL,Kepez/Yeniemek,1+1
37.000 TL,Manavgat,2+1
20.000 TL,Kemer/Göynük,1+1
30.000 TL,Manavgat/Ilıca,2+1
30.000 TL,Kepez/Duraliler,2+1
20.000 TL,Alanya/Beldeler,1+1
35.000 TL,Kepez/Merkez,1+1
20.000 TL,Kepez/Varsak,1+1
23.000 TL,Alanya/Beldeler,1+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Döşemealtı/Merkez,2+1
40.000 TL,Manavgat,2+1
18.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
38.000 TL,Konyaaltı/Arapsuyu,1+1
23.000 TL,Aksu,1+1
15.000 TL,Alanya/Beldeler,1+1
25.000 TL,Aksu,1+1
10.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
10.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
24.000 TL,Aksu,1+1
25.000 TL,Kaş/Köyler,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
17.000 TL,Finike/Beldeler,1+1
20.000 TL,Alanya,1+1
22.000 TL,Aksu,1+1
22.500 TL,Kaş/Köyler,Stüdyo (1+0)
28.000 TL,Kepez/Varsak,2+1
35.000 TL,Muratpaşa/Gençlik,1+1
28.000 TL,Manavgat,3+1
19.000 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Döşemealtı/Yeniköy,2+1
16.000 TL,Alanya,1+1
20.000 TL,Kepez/Duraliler,1+1
23.000 TL,Kepez/Duraliler,1+1
23.000 TL,Kepez/Varsak,1+1
32.500 TL,Kepez/Yeniemek,2+1
25.000 TL,Kepez/Varsak,1+1
20.000 TL,Finike/Beldeler,1+1
25.000 TL,Aksu,1+1
35.000 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Kepez/Varsak,1+1
28.000 TL,Serik,1+1
22.500 TL,Aksu,1+1
25.000 TL,Finike/Beldeler,1+1
35.000 TL,Kemer/Göynük,2+1
32.500 TL,Kaş/Köyler,1+1
19.000 TL,Döşemealtı/Yeniköy,1+1
18.000 TL,Kepez/Varsak,1+1
20.000 TL,Alanya,1+1
16.500 TL,Finike/Beldeler,1+1
26.500 TL,Aksu,1+1
19.000 TL,Alanya,1+1
18.000 TL,Alanya/Beldeler,1+1
15.000 TL,Alanya/Beldeler,1+1
18.750 TL,Döşemealtı/Yeniköy,1+1
32.000 TL,Aksu,2+1
25.000 TL,Aksu,1+1
20.000 TL,Alanya/Beldeler,1+1
19.000 TL,Kaş/Köyler,1+1
45.000 TL,Kepez/Erenköy,4+1
16.000 TL,Kepez/Varsak,1+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
35.000 TL,Kepez/Merkez,1+1
18.000 TL,Gazipaşa,1+1
38.000 TL,Alanya,4+1
20.500 TL,Alanya,1+1
20.000 TL,Döşemealtı/Merkez,1+1
25.950 TL,Kepez/Ahatlı,1+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
25.000 TL,Aksu,1+1
22.000 TL,Aksu,1+1
18.000 TL,Finike,1+1
25.000 TL,Serik,1+1
23.000 TL,Alanya,1+1
28.000 TL,Aksu,1+1
25.000 TL,Alanya/Beldeler,1+1
19.000 TL,Alanya/Beldeler,1+1
22.500 TL,Döşemealtı/Yeniköy,1+1
19.000 TL,Kepez/Varsak,1+1
20.000 TL,Aksu,1+1
22.000 TL,Aksu,1+1
25.000 TL,Serik/Belek,1+1
24.500 TL,Döşemealtı/Yeniköy,1+1
28.000 TL,Kumluca,2+1
24.500 TL,DöşemealtıYeniköy,1+1
30.000 TL,Kepez/Dokuma,1+1
20.000 TL,Döşemealtı/Merkez,1+1
16.000 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Aksu,1+1
20.000 TL,Finike,1+1
20.000 TL,Kepez/Duraliler,1+1
20.000 TL,Finike/Beldeler,1+1
23.500 TL,Döşemealtı/Yeniköy,1+1
23.500 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kumluca,2+0
18.000 TL,Alanya/Beldeler,1+1
21.000 TL,Finike,1+1
17.000 TL,Kepez/Varsak,1+1
25.000 TL,ManavgatSarılar,2+0
30.000 TL,Konyaaltı/Arapsuyu,1+1
25.000 TL,Manavgat/Sarılar,1+1
20.000 TL,Alanya,1+1
25.000 TL,Alanya/Beldeler,1+1
20.000 TL,Alanya,1+1
25.000 TL,Döşemealtı/Merkez,1+1
16.000 TL,Döşemealtı/Merkez,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
32.500 TL,Alanya,2+1
28.000 TL,Manavgat,1+1
18.100 TL,Alanya/Beldeler,1+1
25.000 TL,Döşemealtı/Yeniköy,1+1
17.000 TL,Alanya,1+1
27.000 TL,Serik,2+1
20.000 TL,Finike/Beldeler,1+1
15.000 TL,Gazipaşa,1+1
15.000 TL,Gazipaşa,1+1
17.500 TL,Alanya,1+1
20.000 TL,Döşemealtı/Merkez,1+1
30.000 TL,Manavgat,2+1
60.000 TL,Döşemealtı/Yeşilbayır,3+1
30.000 TL,Alanya/Beldeler,1+1
24.000 TL,Kaş/Köyler,2+1
28.500 TL,Aksu,2+1
22.200 TL,Aksu,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
18.250 TL,Kepez/Varsak,1+1
18.000 TL,Döşemealtı/Merkez,1+1
32.000 TL,Serik/Belek,1+1
5.500 TL,Kaş/Köyler,2+1
14.500 TL,Kepez/Varsak,1+1
35.000 TL,Aksu,1+1
20.000 TL,Alanya,1+1
25.500 TL,Aksu,1+1
35.000 TL,Manavgat/Ilıca,2+1
40.000 TL,Alanya,2+1
16.000 TL,Gazipaşa,1+1
23.000 TL,Kepez/Duraliler,1+1
22.000 TL,Manavgat,1+1
49.000 TL,Konyaaltı/Merkez,1+1
25.000 TL,Muratpaşa/Lara,1+1
2.500 TL,Kaş/Kalkan,2+1
22.000 TL,Alanya/Beldeler,1+1
19.000 TL,Alanya,1+1
23.000 TL,Aksu,1+1
20.000 TL,Finike/Beldeler,1+1
91.000 TL,Alanya,2+1
24.000 TL,Kepez/Erenköy,1+1
30.000 TL,Alanya,2+1
19.000 TL,Döşemealtı/Yeniköy,1+1
24.000 TL,Aksu,1+1
17.000 TL,Kepez/Duraliler,1+1
21.000 TL,Döşemealtı/Yeniköy,1+1
19.500 TL,Kumluca,1+1
36.500 TL,Manavgat/Ilıca,4+1
17.000 TL,Döşemealtı/Yeniköy,1+1
22.200 TL,Manavgat/Sarılar,1+1
18.000 TL,Finike/Beldeler,1+1
22.000 TL,Finike/Beldeler,1+1
26.000 TL,Alanya,1+1
1.950 TL,Demre/Kale(Demre),2+1
22.000 TL,Alanya/Beldeler,1+1
22.000 TL,Manavgat,1+1
25.000 TL,Aksu,1+1
40.000 TL,Aksu,2+1
20.000 TL,Kepez/Ahatlı,1+1
16.500 TL,Gazipaşa,1+1
18.500 TL,Manavgat,1+1
19.000 TL,Kepez/Duraliler,Stüdyo (1+0)
25.000 TL,Manavgat,2+1
30.000 TL,Konyaaltı/Köyler,2+1
22.500 TL,Kepez/Varsak,1+1
35.000 TL,Finike,1+1
28.000 TL,Kepez/Varsak,2+1
25.000 TL,Muratpaşa/Gençlik,1+1
18.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Manavgat,1+1
26.000 TL,Serik,1+1
20.000 TL,Alanya/Beldeler,1+1
18.000 TL,Alanya/Beldeler,1+1
3.000 TL,Demre/Kale(Demre),2+1
25.000 TL,Muratpaşa/Meltem,1+1
27.000 TL,Aksu,1+1
38.500 TL,Alanya,2+1
20.000 TL,Finike,1+1
22.000 TL,Finike/Beldeler,1+1
30.000 TL,Muratpaşa/Lara,1+1
2.750 TL,Kaş/Kalkan,2+1
23.000 TL,Kaş/Köyler,2+1
20.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Alanya,1+1
22.000 TL,Alanya,1+1
38.000 TL,Konyaaltı/Arapsuyu,1+1
22.000 TL,Döşemealtı/Merkez,1+1
19.000 TL,Kepez/Duraliler,Stüdyo (1+0)
12.000 TL,Alanya/Beldeler,1+1
19.500 TL,Manavgat,1+1
50.000 TL,Aksu,2+1
16.000 TL,DöşemealtıMerkez,1+1
25.000 TL,Aksu,1+1
43.000 TL,Konyaaltı/Arapsuyu,2+1
27.000 TL,Aksu,1+1
45.000 TL,Muratpaşa/Lara,1+1
30.000 TL,Manavgat/Sarılar,2+1
30.000 TL,Aksu,1+1
22.000 TL,Kepez/Varsak,1+1
30.000 TL,Manavgat,1+1
16.000 TL,Kepez/Duraliler,Stüdyo (1+0)
15.000 TL,Alanya/Beldeler,1+1
21.000 TL,Kepez/Ahatlı,1+1
23.000 TL,Alanya,1+1
17.500 TL,Alanya,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
28.500 TL,Serik/Belek,1+1
30.000 TL,Alanya,1+1
29.000 TL,Alanya,1+1
35.000 TL,Alanya,2+1
27.500 TL,Kepez/Ahatlı,1+1
16.000 TL,Kemer,Stüdyo (1+0)
24.000 TL,Aksu,1+1
22.000 TL,Alanya,1+1
26.000 TL,Aksu,1+1
26.000 TL,Manavgat,1+1
35.000 TL,Muratpaşa/Lara,1+1
30.000 TL,Muratpaşa/Eskisanayi,1+1
80.000 TL,Muratpaşa/Lara,2+1
27.000 TL,Alanya,1+1
18.500 TL,Manavgat,1+1
20.000 TL,Alanya,1+1
21.500 TL,Aksu,1+1
15.000 TL,Alanya,Stüdyo (1+0)
26.000 TL,Alanya,1+1
20.000 TL,Döşemealtı/Merkez,1+1
25.000 TL,Muratpaşa/Lara,1+1
29.500 TL,Kepez/Ahatlı,1+1
30.000 TL,Manavgat/Sarılar,2+1
30.000 TL,Manavgat/Ilıca,2+0
22.000 TL,Serik,1+1
18.000 TL,Alanya/Beldeler,1+1
35.000 TL,Muratpaşa/Lara,4+1
22.500 TL,Döşemealtı/Merkez,1+1
28.000 TL,Döşemealtı/Merkez,1+1
23.000 TL,Kepez/Duraliler,1+1
20.000 TL,Finike,1+1
20.000 TL,Alanya/Beldeler,1+1
22.000 TL,KepezDuraliler,1+1
19.500 TL,Manavgat,1+1
30.000 TL,Alanya/Beldeler,1+1
25.000 TL,Kumluca/Köyler,2+1
25.000 TL,Kepez/Ahatlı,1+1
30.000 TL,Kepez/Erenköy,2+1
18.500 TL,Kepez/Ahatlı,1+1
17.500 TL,Kemer,Stüdyo (1+0)
21.000 TL,Finike/Beldeler,1+1
20.000 TL,Alanya,1+1
23.000 TL,Alanya,1+1
55.000 TL,Manavgat/Sarılar,3+1
18.500 TL,Kaş/Köyler,1+1
25.000 TL,Manavgat,2+0
29.000 TL,Manavgat,2+1
14.000 TL,Kumluca/Köyler,1+1
16.000 TL,Alanya,1+1
45.000 TL,Alanya,4+1
28.000 TL,Muratpaşa/Yenigün,2+1
16.000 TL,Gazipaşa,1+1
35.500 TL,Kepez/Düdenbaşı,2+1
17.000 TL,Kepez/Ahatlı,1+1
38.000 TL,Muratpaşa/Lara,1+1
27.000 TL,Alanya/Beldeler,1+1
20.000 TL,Alanya,1+1
20.000 TL,Alanya,1+1
29.000 TL,Kepez/Erenköy,2+1
23.000 TL,Kepez/Ahatlı,1+1
23.000 TL,KepezMerkez,1+1
35.000 TL,Kaş,1+1
15.000 TL,Alanya/Beldeler,1+1
25.000 TL,Alanya,2+1
20.000 TL,Aksu,1+1
14.000 TL,Konyaaltı/Köyler,1+1
17.000 TL,Kepez/Varsak,1+1
32.000 TL,Muratpaşa/Bahçelievler,2+1
9.000 TL,Kemer,3+1
30.000 TL,Konyaaltı/Köyler,2+0
20.000 TL,Kepez/Ahatlı,1+1
25.500 TL,Aksu,1+1
11.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
35.000 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Kepez/Merkez,1+1
35.000 TL,Manavgat,1+1
24.000 TL,Kaş,Stüdyo (1+0)
15.000 TL,Alanya/Beldeler,1+1
28.000 TL,Gazipaşa,2+1
17.000 TL,Kepez/Varsak,1+1
28.000 TL,Kepez/Dokuma,2+1
50.000 TL,Muratpaşa/Lara,3+1
35.000 TL,Alanya/Beldeler,2+1
22.000 TL,Döşemealtı/Merkez,2+0
18.000 TL,Döşemealtı/Merkez,1+1
16.000 TL,Döşemealtı/Merkez,1+1
23.000 TL,Aksu,1+1
20.000 TL,Alanya,1+1
25.000 TL,Kemer,Stüdyo (1+0)
35.000 TL,Konyaaltı/Arapsuyu,1+1
35.000 TL,Konyaaltı/Arapsuyu,1+1
35.000 TL,Muratpaşa/Lara,1+1
24.000 TL,Aksu,1+1
35.000 TL,Muratpaşa/Lara,1+1
23.000 TL,Alanya/Beldeler,1+1
15.500 TL,Gazipaşa,1+1
30.000 TL,Alanya,1+1
22.000 TL,Alanya,1+1
20.000 TL,Alanya,1+1
23.000 TL,Finike,1+1
25.000 TL,Alanya,1+1
34.000 TL,KepezVarsak,1+1
13.000 TL,Kaş/Köyler,Stüdyo (1+0)
17.000 TL,Kaş,1+1
30.000 TL,Konyaaltı/Merkez,1+1
34.000 TL,Manavgat,1+1
25.000 TL,Kaş/Kalkan,2+1
30.000 TL,Muratpaşa/Lara,1+1
70.000 TL,Alanya,4+1
30.000 TL,Kepez/Varsak,2+1
21.000 TL,Kepez/Varsak,1+1
15.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
20.000 TL,Alanya/Beldeler,1+1
16.500 TL,Kepez/Varsak,1+1
18.500 TL,Finike/Beldeler,1+1
38.000 TL,Konyaaltı/Merkez,1+1
27.500 TL,Kemer/Göynük,1+1
15.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
20.000 TL,Döşemealtı/Merkez,1+1
19.900 TL,Muratpaşa/Yenigün,1+1
25.000 TL,Kepez/Ahatlı,1+1
27.000 TL,Alanya,1+1
21.000 TL,Alanya/Beldeler,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
32.000 TL,Kepez/Dokuma,2+1
18.000 TL,Finike,Stüdyo (1+0)
22.000 TL,Kepez/Duraliler,1+1
17.000 TL,Kepez/Erenköy,1+1
25.000 TL,Kaş/Kalkan,2+1
23.000 TL,Kepez/Ahatlı,1+1
23.000 TL,DöşemealtıYeniköy,1+1
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
16.000 TL,Alanya,1+1
26.500 TL,Muratpaşa/Bahçelievler,1+1
20.000 TL,Döşemealtı/Yeniköy,1+1
30.000 TL,Aksu,1+1
55.000 TL,Serik/Belek,3+1
25.000 TL,Alanya,2+1
20.500 TL,Alanya,1+1
15.000 TL,Gazipaşa,1+1
22.000 TL,Alanya,1+1
35.000 TL,Muratpaşa/Lara,1+1
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
25.000 TL,Manavgat/Sarılar,2+1
32.000 TL,Serik/Belek,2+1
20.000 TL,Manavgat,Stüdyo (1+0)
30.000 TL,Aksu,2+1
25.000 TL,Alanya,1+1
17.000 TL,Kepez/Ahatlı,1+1
27.000 TL,Kepez/Varsak,2+1
20.000 TL,Alanya,1+1
28.000 TL,Alanya,2+1
50.000 TL,Manavgat,2+1
30.000 TL,Kepez/Erenköy,2+1
18.500 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Alanya,1+1
9.000 TL,Konyaaltı/Merkez,2+0
23.500 TL,KepezErenköy,2+1
25.000 TL,Kepez/Yeniemek,1+1
23.500 TL,Muratpaşa/Lara,1+1
25.500 TL,Kepez/Erenköy,2+1
22.000 TL,Kaş,1+1
20.500 TL,Kepez/Duraliler,1+1
18.000 TL,Alanya/Beldeler,1+1
25.000 TL,Kemer/Göynük,1+1
21.000 TL,Kepez/Ahatlı,1+1
22.500 TL,Döşemealtı/Yeniköy,1+1
18.000 TL,Kepez/Duraliler,Stüdyo (1+0)
25.000 TL,Manavgat/Ilıca,1+1
25.000 TL,Finike,1+1
20.000 TL,Alanya,1+1
36.500 TL,Alanya/Beldeler,2+1
22.000 TL,Kepez/Sütçüler,1+1
35.000 TL,Gazipaşa,3+1
20.000 TL,Kepez/Varsak,2+1
16.000 TL,Kaş/Kalkan,1+1
19.000 TL,Kaş/Köyler,1+1
22.000 TL,Kepez/Ahatlı,1+1
35.000 TL,Muratpaşa/Lara,1+1
11.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
25.000 TL,MuratpaşaGençlik,1+1
22.000 TL,Finike,2+1
16.000 TL,Alanya,1+1
28.000 TL,Alanya,2+1
35.000 TL,Serik,3+1
32.000 TL,Alanya/Beldeler,2+1
22.000 TL,Alanya/Beldeler,1+1
25.000 TL,Muratpaşa/Gençlik,1+1
24.000 TL,Muratpaşa/Bahçelievler,1+1
25.000 TL,Aksu,1+1
15.000 TL,Finike,1+1
22.000 TL,Finike,2+1
32.000 TL,Muratpaşa/Lara,1+1
15.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
35.000 TL,Finike,3+1
17.000 TL,Gazipaşa,1+1
23.000 TL,Muratpaşa/Meltem,1+1
22.000 TL,Manavgat,1+1
19.999 TL,Kepez/Ahatlı,1+1
20.000 TL,Alanya,1+1
18.000 TL,Kepez/Sütçüler,1+1
40.000 TL,Kaş,2+1
19.000 TL,Finike/Beldeler,1+1
25.000 TL,Kumluca/Mavikent,2+1
40.000 TL,Konyaaltı/Arapsuyu,1+1
30.000 TL,Kepez/Sütçüler,2+1
22.000 TL,Manavgat,2+0
35.000 TL,Kepez/Ahatlı,1+1
24.000 TL,Manavgat,2+1
16.000 TL,Kepez/Ahatlı,2+0
35.000 TL,Serik/Belek,2+1
20.000 TL,Manavgat,2+1
20.000 TL,Kepez/Ahatlı,2+0
17.000 TL,Kepez/Ahatlı,2+0
17.000 TL,Döşemealtı/Merkez,1+1
55.000 TL,Kaş/Kalkan,4+1
37.000 TL,Muratpaşa/Yenigün,2+1
35.000 TL,Konyaaltı/Merkez,1+1
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
20.000 TL,Muratpaşa/Lara,1+1
34.000 TL,Konyaaltı/Merkez,1+1
15.000 TL,Alanya,1+1
23.000 TL,Kepez/Sütçüler,2+1
18.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Alanya,1+1
29.000 TL,Muratpaşa/Lara,1+1
16.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
29.750 TL,Alanya,2+1
20.000 TL,Kepez/Ahatlı,2+0
33.000 TL,MuratpaşaLara,Stüdyo (1+0)
20.000 TL,Kepez/Ahatlı,2+0
15.000 TL,Kaş/Kalkan,1+1
25.000 TL,Manavgat/Sarılar,3+1
20.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
6.500 TL,Kepez/Ahatlı,3+0
25.000 TL,Kepez/Ahatlı,2+1
33.000 TL,Muratpaşa/Lara,1+1
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
27.000 TL,Muratpaşa/Lara,1+1
15.000 TL,Kepez/Ahatlı,2+0
20.000 TL,Kepez/Ahatlı,2+0
33.000 TL,Muratpaşa/Lara,1+1
17.000 TL,Döşemealtı/Merkez,1+1
14.900 TL,Gazipaşa,1+1
35.000 TL,Konyaaltı/Arapsuyu,1+1
60.000 TL,Konyaaltı/Köyler,1+1
16.000 TL,Döşemealtı/Merkez,1+1
21.000 TL,Kepez/Ahatlı,2+0
24.000 TL,Kepez/Duraliler,1+1
45.000 TL,Manavgat,1+1
18.000 TL,Manavgat,1+1
15.000 TL,Kepez/Duraliler,1+1
20.000 TL,Muratpaşa/Yenigün,1+1
15.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
10.000 TL,Kepez/Ahatlı,2+0
25.000 TL,Kepez/Ahatlı,1+1
31.000 TL,Manavgat,1+1
12.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
21.000 TL,Kepez/Ahatlı,1+1
11.000 TL,Kepez/Ahatlı,2+0
25.000 TL,Manavgat,2+1
9.000 TL,Kepez/Ahatlı,2+0
28.000 TL,Kepez/Erenköy,2+1
30.000 TL,Alanya,3+1
27.000 TL,Kepez/Ahatlı,2+1
20.000 TL,Muratpaşa/Kızıltoprak,1+1
15.000 TL,Kepez/Ahatlı,1+1
25.000 TL,Muratpaşa/Lara,1+1
28.000 TL,Muratpaşa/Gençlik,1+1
15.000 TL,Kaş/Köyler,1+1
27.000 TL,Kepez/Duraliler,3+1
19.000 TL,Kepez/Duraliler,Stüdyo (1+0)
20.000 TL,Kepez/Ahatlı,1+1
20.000 TL,Kepez/Ahatlı,2+0
28.000 TL,Kepez/Dokuma,2+1
20.000 TL,KepezAhatlı,1+1
28.000 TL,Muratpaşa/Lara,1+1
22.500 TL,Konyaaltı/Merkez,1+1
23.000 TL,Muratpaşa/Eskisanayi,1+1
40.000 TL,Muratpaşa/Güzeloluk,2+1
25.000 TL,Kemer/Göynük,1+1
18.000 TL,Döşemealtı/Yeniköy,Stüdyo (1+0)
40.000 TL,Konyaaltı/Merkez,2+1
35.000 TL,Manavgat,2+1
28.500 TL,Serik/Belek,2+1
23.000 TL,Alanya/Beldeler,1+1
30.000 TL,Alanya,2+1
16.000 TL,Döşemealtı/Merkez,1+1
25.000 TL,Serik/Belek,2+1
25.000 TL,Kepez/Ahatlı,2+1
18.500 TL,Kepez/Ahatlı,2+0
8.500 TL,Kepez/Ahatlı,2+0
18.500 TL,Kepez/Ahatlı,2+0
35.000 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Kepez/Ahatlı,1+1
9.000 TL,Kepez/Ahatlı,2+0
17.000 TL,Kepez/Ahatlı,1+1
27.000 TL,Kepez/Varsak,2+1
18.000 TL,Kepez/Ahatlı,1+1
22.500 TL,Alanya/Beldeler,2+1
19.000 TL,Kepez/Ahatlı,1+1
25.000 TL,Alanya,2+1
35.000 TL,Kaş,2+1
15.000 TL,Alanya,1+1
20.000 TL,Kepez/Ahatlı,2+0
26.000 TL,Muratpaşa/Bahçelievler,1+1
22.500 TL,Alanya,1+1
12.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
44.000 TL,Alanya,3+1
25.000 TL,Manavgat/Sarılar,2+1
12.000 TL,Kepez/Ahatlı,2+0
18.000 TL,Kepez/Ahatlı,1+1
25.000 TL,Muratpaşa/Lara,1+1
36.500 TL,Alanya,2+1
16.500 TL,DöşemealtıYeniköy,Stüdyo (1+0)
16.500 TL,Kepez/Ahatlı,1+1
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
20.000 TL,Alanya,1+1
27.000 TL,Kepez/Dokuma,1+1
30.000 TL,Alanya,2+1
17.000 TL,Serik/Yukarıkocayatak,2+1
12.000 TL,Kepez/Ahatlı,2+0
13.000 TL,Alanya,Stüdyo (1+0)
25.000 TL,Döşemealtı/Yeniköy,2+1
18.000 TL,Muratpaşa/Eskisanayi,1+1
18.000 TL,Muratpaşa/Meltem,1+1
30.000 TL,Kepez/Sütçüler,2+1
20.000 TL,Kepez/Duraliler,1+1
20.000 TL,Kepez/Ahatlı,1+1
25.000 TL,Kepez/Erenköy,1+1
20.000 TL,KepezErenköy,1+1
25.000 TL,Muratpaşa/Lara,1+1
45.000 TL,Muratpaşa/Lara,3+1
20.000 TL,Kepez/Erenköy,1+1
28.000 TL,Muratpaşa/Bahçelievler,1+1
22.000 TL,Muratpaşa/Eskisanayi,2+1
17.000 TL,Kepez/Ahatlı,1+1
26.000 TL,Konyaaltı/Merkez,Stüdyo (1+0)
2.000 TL,KepezDuraliler,1+1
35.000 TL,Muratpaşa/Lara,2+1
2.000 TL,Kaş/Kalkan,2+1
10.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
45.000 TL,Manavgat,2+1
25.000 TL,Konyaaltı/Merkez,1+1
14.000 TL,Kepez/Ahatlı,2+0
8.500 TL,Kepez/Ahatlı,Stüdyo (1+0)
18.000 TL,Kepez/Ahatlı,1+1
34.000 TL,Muratpaşa/Lara,2+1
14.000 TL,Kepez/Ahatlı,1+1
28.000 TL,Muratpaşa/Eskisanayi,2+1
22.500 TL,Kepez/Varsak,2+1
35.000 TL,Konyaaltı/Merkez,2+1
26.000 TL,Konyaaltı/Merkez,1+1
27.000 TL,Kepez/Varsak,2+1
20.000 TL,Kepez/Duraliler,1+1
20.000 TL,Kepez/Ahatlı,1+1
16.000 TL,Alanya,1+1
17.000 TL,Kepez/Ahatlı,1+1
5.500 TL,Kepez/Ahatlı,3+1
20.000 TL,Kepez/Duraliler,1+1
19.250 TL,Kepez/Ahatlı,1+1
21.000 TL,Kepez/Ahatlı,2+1
20.000 TL,Muratpaşa/Çarşı,Stüdyo (1+0)
24.000 TL,Alanya,2+1
28.000 TL,Muratpaşa/Meltem,2+1
10.000 TL,Konyaaltı/Merkez,2+0
20.000 TL,Alanya,1+1
15.000 TL,Kepez/Ahatlı,1+1
30.000 TL,Alanya,3+1
30.000 TL,KepezAhatlı,3+1
45.000 TL,Manavgat/Köyler,2+1
13.000 TL,Kepez/Ahatlı,1+1
21.000 TL,Kepez/Ahatlı,2+1
18.000 TL,Döşemealtı/Yeniköy,1+1
16.999 TL,Alanya,1+1
30.000 TL,Konyaaltı/Merkez,1+1
33.000 TL,Muratpaşa/Lara,1+1
39.000 TL,Muratpaşa/Fener,2+1
25.000 TL,MuratpaşaEskisanayi,2+1
40.000 TL,Muratpaşa/Güzeloluk,2+1
20.000 TL,Kepez/Duraliler,1+1
30.000 TL,Serik/Belek,2+1
34.000 TL,Alanya/Beldeler,2+1
22.000 TL,Muratpaşa/Lara,1+1
24.500 TL,Kepez/Ahatlı,2+0
20.000 TL,Kepez/Ahatlı,1+1
23.000 TL,Kepez/Ahatlı,2+0
16.000 TL,Alanya,2+1
25.000 TL,Muratpaşa/Gençlik,1+1
26.500 TL,Manavgat,1+1
20.000 TL,Manavgat,2+1
35.000 TL,Serik,3+1
15.000 TL,Kumluca/Köyler,1.5+1
28.000 TL,Muratpaşa/Eskisanayi,2+1
25.000 TL,Alanya,1+1
25.000 TL,Alanya,1+1
35.000 TL,Manavgat,1+1
26.000 TL,Kepez/Yeniemek,2+1
19.000 TL,Kepez/Duraliler,1+1
20.000 TL,Alanya,1+1
28.000 TL,Konyaaltı/Merkez,2+1
13.000 TL,Kepez/Yeniemek,Stüdyo (1+0)
25.000 TL,Kepez/Ahatlı,1+1
17.000 TL,Kepez/Yeniemek,1+1
12.000 TL,Kepez/Duraliler,Stüdyo (1+0)
24.000 TL,Kepez/Ahatlı,1+1
21.000 TL,Kepez/Ahatlı,2+0
21.000 TL,Kepez/Ahatlı,1+1
25.000 TL,KepezAhatlı,2+0
45.000 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Alanya/Beldeler,2+1
19.000 TL,Kepez/Ahatlı,2+0
14.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
16.000 TL,Kepez/Duraliler,2+1
31.000 TL,Serik/Belek,2+1
23.000 TL,Alanya,1+1
24.000 TL,Manavgat/Sarılar,2+1
20.000 TL,Kepez/Ahatlı,1+1
26.000 TL,Manavgat,2.5+1
17.500 TL,Kepez/Erenköy,Stüdyo (1+0)
25.000 TL,Alanya,2+1
23.000 TL,Kepez/Ahatlı,1+1
17.500 TL,Konyaaltı/Köyler,1+1
