Product Name,Rooms,Product Cost,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Aziziye / Dadaşkent,1+1,12000.0,04,-13.901345291479823,-9.004739336492891,,
Aziziye / Dadaşkent,2+1,20400.0,04,0.0,0.0,,
Aziziye / Dadaşkent,3+1,15666.666666666666,04,0.0,0.2666666666666628,,
Aziziye / Dadaşkent,Stüdyo (1+0),14000.0,04,0.0,-6.666666666666667,,
Aziziye / Merkez,1+1,16341.969230769231,04,0.11295919079161632,0.7485976137652466,,
Aziziye / Merkez,2+0,19355.263157894737,04,-4.044357469015,-0.9662983644212206,,
Aziziye / Merkez,2+1,15981.756756756757,04,-1.057876057876058,-2.535218173245044,,
Aziziye / Merkez,3+1,15773.214285714286,04,-0.3023714475810203,0.45156797838913043,,
Aziziye / Merkez,4+1,25000.0,04,-1.3157894736842057,2.880658436213992,,
Aziziye / Merkez,4.5+1,40000.0,04,0.0,0.0,,
Aziziye / Merkez,5+1,38000.0,04,0.0,,,
Aziziye / Merkez,Stüdyo (1+0),16000.0,04,0.0,0.0,,
Aşkale,2+1,13000.0,04,0.0,-14.754098360655737,,
Aşkale,2.5+1,19000.0,04,0.0,2.7027027027027026,,
Aşkale,3+1,11375.0,04,-3.8732394366197234,-3.8732394366197234,,
Horasan,2+1,14500.0,04,0.0,0.0,,
Horasan,3+1,15500.0,04,0.0,0.0,,
Horasan / Bağbaşı,1+1,15250.0,04,0.0,17.307692307692307,,
Horasan / Bağbaşı,3+1,15750.0,04,0.0,-3.076923076923077,,
Hınıs,2+1,12000.0,04,0.0,0.0,,
Karaçoban,3+1,8000.0,04,0.0,0.0,,
Oltu,1+1,18750.0,04,0.0,0.0,,
Oltu,1.5+1,17500.0,04,0.0,,,
Oltu,2+1,8500.0,04,0.0,0.0,,
Oltu,3+1,15166.666666666666,04,0.0,5.50724637681159,,
Oltu,Stüdyo (1+0),14000.0,04,0.0,0.0,,
Palandöken,1+1,14840.0,04,-2.6246719160104988,-4.565916398713826,,
Palandöken,2+0,12000.0,04,0.0,-20.0,,
Palandöken,2+1,14258.92857142857,04,-1.6040622078694728,-0.35929432013769647,,
Palandöken,3+1,15179.508196721312,04,-1.4967681449407066,0.5208055500183861,,
Palandöken,4+1,23715.909090909092,04,1.0589919575561042,2.966665236603899,,
Palandöken / Yenişehir,1+1,11000.0,04,-33.33333333333333,-20.0,,
Palandöken / Yenişehir,2+1,14000.0,04,0.0,0.47214353163361245,,
Palandöken / Yenişehir,2.5+1,10250.0,04,0.0,0.0,,
Palandöken / Yenişehir,3+1,13489.38383838384,04,0.5185020775892952,-1.4457221197528431,,
Palandöken / Yenişehir,4+0,20000.0,04,0.0,0.0,,
Palandöken / Yenişehir,4+1,20272.727272727272,04,5.437352245862877,5.17627638250206,,
Palandöken / Yıldızkent,1+1,18849.019607843136,04,0.9712561995949559,3.508008605212793,,
Palandöken / Yıldızkent,10+2,7000.0,04,0.0,0.0,,
Palandöken / Yıldızkent,2+0,17000.0,04,3.0303030303030303,3.0303030303030303,,
Palandöken / Yıldızkent,2+1,18181.70731707317,04,0.583733840499624,-0.8973677213507112,,
Palandöken / Yıldızkent,3+1,21255.944444444445,04,-0.08855873003047833,-0.11504300906400881,,
Palandöken / Yıldızkent,4+1,27535.087719298244,04,-0.9656446833203763,-1.1468782923365948,,
Palandöken / Yıldızkent,5+1,65000.0,04,0.0,0.0,,
Palandöken / Yıldızkent,6+3,6500.0,04,0.0,0.0,,
Palandöken / Yıldızkent,Stüdyo (1+0),19250.0,04,2.666666666666667,2.666666666666667,,
Pasinler,1+1,17500.0,04,0.0,0.0,,
Pasinler,2+1,13000.0,04,0.0,13.043478260869565,,
Pasinler,3+1,14500.0,04,0.8695652173913043,1.1627906976744142,,
Yakutiye / Lalapaşa,1+1,15216.666666666666,04,0.0,0.20382565067418512,,
Yakutiye / Lalapaşa,2+1,13126.923076923076,04,-3.431169125136766,-2.0639898337740172,,
Yakutiye / Lalapaşa,3+1,17326.8115942029,04,-1.1529222240954147,-1.360270890056017,,
Yakutiye / Lalapaşa,3+2,25000.0,04,0.0,0.0,,
Yakutiye / Lalapaşa,4+1,21383.333333333332,04,0.0,-1.088946709068137,,
Yakutiye / Lalapaşa,5+1,40000.0,04,0.0,0.0,,
Yakutiye / Lalapaşa,6+1,25000.0,04,0.0,0.0,,
Yakutiye / Lalapaşa,7+2,25000.0,04,0.0,0.0,,
Yakutiye / Lalapaşa,Stüdyo (1+0),8166.666666666667,04,0.0,0.0,,
Yakutiye / Merkez,1+1,16214.285714285714,04,0.0,7.1035386631716895,,
Yakutiye / Merkez,2+1,14762.5,04,-5.267379679144389,4.0310402684563735,,
Yakutiye / Merkez,3+1,17657.971014492752,04,0.145054878902903,0.7053911532094417,,
Yakutiye / Merkez,4+1,24534.48275862069,04,-0.11745382567231805,3.1279953243717005,,
Yakutiye / Merkez,5+1,39500.0,04,,0.0,,
Yakutiye / Merkez,6+1,42000.0,04,0.0,0.0,,
Yakutiye / Merkez,7+2,25000.0,04,0.0,0.0,,
Yakutiye / Merkez,Stüdyo (1+0),8250.0,04,0.0,-14.6551724137931,,
Yakutiye / Terminal,1+1,8800.0,04,-5.376344086021505,10.960232783705145,,
Yakutiye / Terminal,2+0,20500.0,04,0.0,0.0,,
Yakutiye / Terminal,2+1,13085.714285714286,04,-2.510763872091327,-3.475032930187999,,
Yakutiye / Terminal,3+1,16997.2578125,04,0.6717628294058254,0.4571374244467889,,
Yakutiye / Terminal,3+2,17000.0,04,0.0,,,
Yakutiye / Terminal,4+1,22416.666666666668,04,-4.202279202279198,10.116959064327483,,
Yakutiye / Terminal,5+1,18000.0,04,0.0,0.0,,
Yakutiye / Terminal,Stüdyo (1+0),13500.0,04,0.0,0.0,,
Yakutiye / Yağan,1+1,13812.5,04,0.0,0.0,,
Yakutiye / Yağan,2+1,10388.888888888889,04,-2.222222222222224,-4.469987228607921,,
Yakutiye / Yağan,3+1,13196.666666666666,04,-0.6435421708344563,-8.288243567469182,,
Yakutiye / Yağan,4+1,16900.0,04,0.0,-16.33663366336634,,
Yakutiye / Yağan,Stüdyo (1+0),15000.0,04,0.0,0.0,,
Yakutiye / İstasyon,1+1,16444.444444444445,04,-0.1686340640809419,-0.7662835249042159,,
Yakutiye / İstasyon,2+0,20000.0,04,0.0,-6.976744186046512,,
Yakutiye / İstasyon,2+1,19083.333333333332,04,1.3915243516761422,1.9071837253655324,,
Yakutiye / İstasyon,3+1,20962.727272727272,04,0.7990533757404885,4.023825834154822,,
Yakutiye / İstasyon,4+1,27400.0,04,-1.3723284589426323,-2.9515938606847656,,
Yakutiye / İstasyon,Stüdyo (1+0),17500.0,04,0.0,0.0,,
