Title,Weekly Inflation(%)
DEL.MARC SPREY POWER HIJYEN 750 ML BANYO,0.0
DEL.NEUTROGENA 200ML BESLEYICI BAKIM KREMI,0.0
DEL.OLD SPICE  DEO 150 ML MEN BEARGLOVE,-30.00150007500375
DEL.OLD SPICE  DEO 150 ML MEN SLUGGER,0.0
DEL.OLD SPICE  DEO 150 ML MEN WHITEWATER,-30.00150007500375
DEL.OLD SPICE  DEO 150 ML MEN WOLFTHORN,-30.00150007500375
DEL.OLD SPICE  STICK 50 ML MEN  SLUGGER,-30.00150007500375
DEL.OLD SPICE  STICK 50 ML MEN WHITEWATER,-30.00150007500375
DEL.ONCU SALCA DOMATES 700 CC CAM,0.0
DEL.ONEO 60 GR BUBBLEE MINI DRAJE,69.81132075471697
DEL.ONEO ÇİLEK ARO.BOTTLE SAKIZ 60 GR,79.1044776119403
DEL.ORAL B D100 YETISKIN SARJLI D.FIRCASI CROSS BE,0.0
DEL.ORKID SUPER ULTRA EXTRA UZUN 36 LI,0.0
DEL.PANTENE 600 ML SAMPUAN GUC PARLAK,0.0
DEL.PANTENE 600 ML SAMPUAN KLASIK BAKIM 2IN1,0.0
DEL.PERMATIK BANYO 10LU,0.0
DEL.PEROS MATİK 6 KG BEYAZ,0.0
DEL.PERSIL JEL 26 YIKAMA 1690 ML GUL,0.0
DEL.RAFFAELLO T4 40 GR,0.0
DEL.REMOVE 24LU YUZ AGDA BANDI HASSAS CILTLER,-46.43188799199944
DEL.REXONA STICK 50ML EXTRA COOL MEN,-30.001250052085503
DEL.REXONA STICK 50ML MEN QUANTUM X,-30.001250052085503
DEL.RUFFLES & DORITOS 2'LI SET 310 GR,0.0
DEL.SECRET MILANO 100 ML BAYAN DERI PEMBE,0.0
DEL.SENSODYNE 30 M DIS IPI TOTAL CARE GENTLE TAPE,0.0
DEL.SEPETCIOGLU 180 GR CEKME HELVA SADE,0.0
DEL.SEPETCIOGLU 40 GR A.FISTIKLI CEKME HELVA,0.0
DEL.SEPETCIOGLU 40 GR CIK.KAPLI CEKME HELVA,0.0
DEL.SEYIDOGLU 1000 GR RECEL CILEK,6.250390649415588
DEL.SEYIDOGLU RECEL 1000 GR INCIR,6.250390649415588
DEL.SEYIDOGLU RECEL 380 GR AHUDUDU,-25.00208350695892
DEL.SIGNAL 75ML D.MACUNU BEYAZLATICI SYSTEM X,0.0
DEL.SITIL SUNGERLI HAZIR 200 GR BOYA KOYU KAHVE,0.0
DEL.SOLEN  40GR BOOMBASTIC FANTASTIK BAR,0.0
DEL.SOLEN 125 GR BISCOLATA MOOD BITTER,0.0
DEL.SUTAS SUT GUNLUK CAM PAST.1 LT,0.0
DEL.SUTAS SUZME PEYNIR 900 GR,18.18264466566662
DEL.TADIM 100 GR AYCEKIRDEK SIYAH BOL TUZLU,0.0
DEL.TADIM ANTEP FISTIGI 40 GR,0.0
DEL.TARIS 750 ML Z.YAGI NAT. SIZMA CAM,0.0
DEL.TORKU KREM PEYNIR 180 GR,0.0
DEL.TORKU LABNE 180 GR,0.0
DEL.TUKAS 700 GR RENDELENMIS DOMATES CAM,0.0
DEL.ULKER 55 GR DANKEK 8 KEK DUBLE CIKO.,0.0
DEL.UNIFOOD 300 GR GRANUL ICECEK LIMON  AROMALI,0.0
DEL.XTRACARE BURUN BANDI COCUK 5+YA? 12 LI,0.0
DEL.YUMOS EXTRA 1440 ML MYSTIC,0.0
DELEST KOLONYA 150 ML SPREY PET JAPON KIRAZ CICEGI,0.0
DERBY SAMURAI 3 10'LU POSET,0.0
DERBY SAMURAI 3 PLATINUM BLISTER 3 LU,0.0
DEREOTU DEMET,0.0
DERMOKIL AYAK MASKESI KIL&KENEVIR TOHUMU 35 ML,0.0
DERMOKIL EL MASKESI KIL&KENEVIR TOHUMU 35 ML,0.0
DETAN DEFANS SU BAZLI LOSYON 100 ML,0.0
DETAN KARINCA ILACI 250 ML,0.0
DETAN KARINCA YEMI,0.0
DETAN MAXI 250ML,0.0
DETAN SINEKKIRAN 275 ML SU BAZLI,0.0
DETAN SUPER MAT CIHAZ+YEDEK,0.0
DETOX MATARA 750ML,0.0
DIFAS DIS FIRCASI COCUK SWEET ANIMALS,0.0
DIFAS DIS FIRCASI COCUK Z TAKIMI,0.0
DIFAS DIS FIRCASI PRO-CLINIC SLIM SOFT,0.0
DIFAS DIS FIRCASI PRO-CLINIC STIL BAMBOO,0.0
DIFAS DIS FIRCASI PRO-CLINIC STIL BAMBOO 2 LI,0.0
DIFAS DIS FIRCASI PRO-CLINIC ULTRA SOFT,0.0
DIFAS DIS FIRCASI SEYEHAT SETI,0.0
DIFAS DIS FIRCASI ULTRA CLEAN 3LU ORTA/SERT,0.0
DIFAS TARAK D-STYLE  BUYUK NEON 2021,0.0
DIFAS TARAK D-STYLE ZIGZAG NEON 2014,0.0
"DIXI YUZEY TEMIZLEYICI 2,5 KG CAM",0.0
"DIXI YUZEY TEMIZLEYICI 2,5 KG LAVANTA&ORKIDE",0.0
DOGAL YUFKA 5 YAPRAK,0.0
DOLMA BİBER,-10.526869835254486
DOMATES,-44.449383264807196
DOMATES KOKTEYL,-26.668444562970873
DOMATES PEMBE,-7.692899453804149
DOMATES SALKIM KG,28.575510787255325
DOMESTOS 1850 ML DAG ESINTISI,10.001000100010002
DOMESTOS 1850ML KAR BEYAZI,10.001000100010002
DOMESTOS 3240ML DAG ESINTISI,0.0
DOMESTOS 3240ML KAR BEYAZI,0.0
DOMESTOS 750 ML DAG ESINTISI,0.0
DOMESTOS 750ML KAR BEYAZI,0.0
DOMESTOS 750ML OKALIPTUS FERAHLIGI,0.0
DOMESTOS DAĞ ESİNTİSİ 750 ML+KAR BEYAZ 750 ML,0.0
DOMESTOS YUZEY TEMIZLEYICI  1500ML CAM,0.0
DORITOS ALATURCA SUPER 113 GR,0.0
DORITOS EXTREME SUPER 113  GR,0.0
DORITOS MEGA 218 GR,0.0
DORITOS NACHO PARTI 169 GR,0.0
DORITOS NACHO SUPER 113 GR,0.0
DORITOS TACO PARTI 169 GR,0.0
DORITOS TACO SUPER 121 GR,0.0
DOVE 400 ML SAMPUAN ALOE VERA KEPEK ONLEYICI,0.0
DOVE 400 ML SAMPUAN YOGUN ONARICI,0.0
DOVE CREAM BAR ORGINAL 90 GR,0.0
DOVE CREAM BAR PINK 90GR,0.0
DP SAMPUAN 500 ML CAM TEREBENTIN TUZSUZ,0.0
DP SAMPUAN 500 ML COREK OTU YAGI TUZSUZ,0.0
DP SAMPUAN 500 ML PAMUKSUTU,0.0
DR OETKER ASURE 222 GR,0.0
DR OETKER CIKO.MUFFIN 345 GR,0.0
DR OETKER CREM OLE MUZLU 110 GR,0.0
DR OETKER CREM OLE VANILYALI 110 GR,0.0
DR OETKER GOURMET KAKAO 50 GR,0.0
DR OETKER H.KABARTMA TOZU 15 LI,0.0
DR OETKER H.KABARTMA TOZU 5 LI,0.0
DR OETKER INSTANT MAYA 3 LU 30 GR,0.0
DR OETKER KAKAO 50 GR,0.0
DR OETKER KAKAO KILITLI 100 GR,0.0
DR OETKER KAZANDIBI 150 GR,0.0
DR OETKER KEKUN SADE 450 GR,0.0
DR OETKER KREM SANTI SADE 75 GR,0.0
DR OETKER MISIR NISASTASI 150 GR,0.0
DR OETKER MUHALLEBI 210 GR,0.0
DR OETKER PANCAKE 134 GR,0.0
DR OETKER PASTA KREMASI KAKAOLU 160 GR,0.0
DR OETKER PASTA KREMASI VAN.140 GR,0.0
DR OETKER PASTA SUSU INCI 10 GR,0.0
DR OETKER PASTA SUSU KAK.10 GR,0.0
DR OETKER PASTA SUSU KELEBEK 10 GR,0.0
DR OETKER PASTACI KREMASI 156 GR,0.0
DR OETKER PROFITEROL 360 GR,0.0
DR OETKER PUD.BITTER CIKO.111 GR,0.0
DR OETKER PUD.CIKO.FINDIKLI 102 GR,0.0
DR OETKER PUD.CIKO.PARCALI 115 GR,0.0
DR OETKER PUD.CILEKLI 120 GR,0.0
DR OETKER PUD.KAKAOLU 147 GR,-8.068965517241375
DR OETKER PUD.MUZLU 120 GR,0.0
DR OETKER PUD.VANILYANI 120 GR,0.0
DR OETKER PUDRA SEKERI 150 GR,0.0
DR OETKER SEKERLI VANILIN 15 LI,0.0
DR OETKER SEKERLI VANILIN 5 LI,0.0
DR OETKER SOS CIKO.BITTER 125 GR,0.0
DR OETKER SOS CIKOLATALI 128 GR,0.0
DR OETKER SOS MEYVELI 80 GR,0.0
DR OETKER TAVUK GOGSU 125 GR,0.0
DR OETKER WAFFLE 210 GR,0.0
DR OETKER ÇIKOLATA PAR.SUTLU 70 GR,0.0
DR.OETKER 6 GR. JELATIN,0.0
DR.OETKER AKTIF MAYA 90 GR,0.0
DR.OETKER SADE IRMIK HELVASI 400 GR,0.0
DURACELL  PIL 9 VOLT TEKLI,0.0
DURACELL 2032 PIL DUGME 3 VOLT 2 LI,0.0
DURACELL PIL D BUYUK BOY 2LI,0.0
DURACELL PIL INCE KALEM 4LU AAA,0.0
DURACELL PIL KALEM 4LU AA,0.0
"DURU 1,5 LT SIVI SABUN AVOKADO",0.0
"DURU 1,5 LT SIVI SABUN KIRAZ CICEGI",0.0
"DURU 1,5 LT SIVI SABUN MANDALINA&GREYFURT",0.0
"DURU 1,5 LT SIVI SABUN OKYANUS",0.0
DURU 500 ML SIVI SABUN KIRAZ CICEGI,0.0
DURU 500 ML SIVI SABUN OKYANUS,0.0
DURU BEYAZ 600 GR GUL ( 4X150 GR),0.0
DURU BEYAZ 600 GR KLASIK (4X150 GR),0.0
DURU BEYAZ 600 GR LAVANTA (4X150 GR),0.0
DURU BULGUR BASBASI 1000 GR,0.0
DURU BULGUR CIGKOFTELIK 1000 GR,0.0
DURU BULGUR IRI PILAVLIK 1000 GR,0.0
DURU BULGUR KOFTELIK KISIRLIK 1000 GR,0.0
DURU BULGUR PILAVLIK 1000 GR,0.0
DURU DUS JELI 450 ML CICEK TAZELIGI,0.0
DURU DUS JELI 450 ML YASEMIN&AMBER,0.0
DURU FRESH DUS SABUNU MISKET LIMONU 4X150 GR,0.0
DURU FRESH DUS SABUNU OKYANUS ESINTI 4X150 GR,0.0
DURU GRANUL MATIK SABUN LAVANTA 1000 GR,0.0
DURU KOLONYASI 400 ML LIMON,0.0
DURU SAF VE DOGAL 4X70 GR KLASIK,0.0
DURU SAF VE DOGAL 4X70 GR ZEYTINYAGLI,0.0
ECE 3 GOZLU KOPUK TABAK 5 LI,0.0
ECE 3 GOZLU PLASTIK TABAK 8 LI,0.0
ECE ADANA SIS 20 LI 25 CM,0.0
ECE COP SIS 100 LU 25 CM,0.0
ECE DEMET ÇIRA,0.0
ECE JEL TUTUSTURUCU 500 GR,0.0
ECE JELATINLI KURDAN 200 LU,0.0
ECE KAGIT BARDAK  12 OZ 10LU,0.0
ECE KAGIT BARDAK 4 OZ 25 LI,0.0
ECE KAGIT BARDAK 7 OZ 10'LU *30,0.0
ECE KAGIT TABAK LUX 10LU,0.0
ECE KOFTECI MASASI,0.0
ECE KRISTAL BARDAK 10 LU,0.0
ECE LUKS BICAK 10'LU,0.0
ECE LUKS CATAL 10 LU,0.0
ECE LUX UZUN KOFTECI MAŞASI,0.0
ECE PARTY KORUKLU 50 LI JELATINLI PIPET,0.0
ECE PLASTIK BARDAK 180 CC 10 LU OTOMAT,0.0
ECE PLASTIK BARDAK 180 CC 10LU  EKO OTOMAT,0.0
ECE PLASTIK BARDAK 180 CC 50 LI OTOMAT,0.0
ECE PLASTIK KARISTIRICI 50 LI,0.0
ECE PLASTIK TABAK BUYUK 10 LU,0.0
ECE PLASTIK TABAK KUCUK 10 LU,0.0
ECE YELPAZE,0.0
EGOS JOLE 250ML ULTRA GUCLU TUTUS,0.0
EKER KEFIR 200 ML ANANAS,0.0
EKER KEFIR 200ML SADE,0.0
EKER KEFIR 200ML SEFTALI-KAYISILI,0.0
EKER KEFIR 290 ML HAVUC ZERDECAL MANDALINA 290ML,0.0
EKER KEFIR 290ML PANCARLI LIMONLU ZENCEFIL,0.0
EKER KEFIR 290ML YESIL CAYLI ELMA,0.0
EKER PUDING CIKOLATALI 500 GR,0.0
EKER TATLI 125 GR PORTAKALLI BADEMLI BITTER CIK.,0.0
EKER TATLI 500 GR SUTLAC,0.0
EKICI KASAR PEYNIRI 600 GR,0.0
EKMEK ADET 200 GR (KEPEK-SADE-PAPY. ),0.0
ELIDOR 350 ML SAC KREMI ANINDA ONARICI,0.0
ELIDOR 350 ML SAC KREMI ESMER PARLAKLIK,0.0
ELIDOR 350 ML SAC KREMI GUCLU VE PARLAK,0.0
ELIDOR 350 ML SAC KREMI SAC DOKULMESINE KARSI,0.0
ELIDOR 350 ML SAC KREMI SAGLIKLI UZAYAN SAÇLAR,0.0
ELIDOR 7/24 ONARICI BAKIM 265 ML,-31.819628164916587
ELIDOR SAMPUAN 400+200 SAC KREMI GUCLU PARLAK,42.86020430030717
ELIDOR SAMPUAN 400+200 SAC KREMI ONARICI BAKIM,42.86020430030717
ELITLED 3LU BLISTER AMPUL,0.0
ELITLED RGB KUMANDALI AMPUL,0.0
ELMA GOLDEN,0.0
ELMA GRANNY SMİTH,0.0
ELMA STARKİNG,0.0
ELMA STARKİNG EKONOMIK,20.004000800160032
EMOTION 50 ML ROLL ON NATURAL BLOOM,-30.00157903047529
EMOTION 50 ML ROLL ON OCEAN FRESH,-30.00157903047529
EMOTION 50 ML ROLL ON ROMANCE,0.0
EMOTION DEODORANT 150 ML AQUA KISS,-30.00157903047529
EMOTION DEODORANT 150 ML DETOX FLORAL,-30.00157903047529
EMOTION DEODORANT 150 ML DETOX FRESH,0.0
EMOTION DEODORANT 150 ML LOVE,-30.00157903047529
EMOTION DEODORANT 150 ML ROMANCE,-30.00157903047529
EMOTION DEODORANT 150ML NATURAL BREEZE,-30.00157903047529
EMOTION DEODORANT 150ML OCEAN FRESH,-30.00157903047529
EMOTION DEODORANT 150ML VIOLET,-30.00157903047529
ENSAR ASLAN YILDIZ ERKEK PENYE BOXER,0.0
ERNET CENK TABLET NAFTALIN 100 GR,0.0
EST 1500 ML DOGAL ZEYTINYAGLI  S.SABUN AYVALIK ZEY,0.0
EST 1500 ML DOGAL ZEYTINYAGLI  S.SABUN BODRUM MAND,0.0
EST 1500 ML DOGAL ZEYTINYAGLI  S.SABUN KIRAZ CI,0.0
EST 1500 ML DOGAL ZEYTINYAGLI  S.SABUN OKYANUS,0.0
EST 500 ML DOGAL ZEYTINYAGLI SIVI SABUN AYVALIK ZE,0.0
EST 500 ML DOGAL ZEYTINYAGLI SIVI SABUN JAPON KIRA,0.0
EST 500 ML DOGAL ZEYTINYAGLI SIVI SABUN OKYANUS,0.0
EST 500 ML FRAMBUAZLI SIRKE&SAC TONIK,0.0
EST 750 ML DOGAL SIVI SABUN ZEYTINYAGLI,0.0
EST DOGAL DIS MACUNU 90 ML BAMBU/KARBON,0.0
EST DOGAL DIS MACUNU 90 ML MISVAK OZLU,0.0
EST DOGAL EL VE VUCUT KREMI 50 ML ZEYTINYAGLI,-40.00400040004
EST DOGAL EL VE VUCUT LOSYONU 250 ML  ZEYTINYAGLI,-41.67013917826486
EST DOGAL SAMPUAN 600 ML  ZEYTINYAGLI,0.0
EST KOLONYA 1 LT LIMON,0.0
EST KOLONYA 150 ML SPREY PET LIMON,0.0
EST KOLONYA 400 ML LIMON,0.0
ETI 34 GR CIK.GOFRETLI SUTLU CIK.,0.0
ETI 40 GR FORM MAHLEP CIYA COREK OTLU BISK,0.0
ETI 50 GR BROWNI INTENSE,8.742931709438894
ETI 50 GR KARAM BITTER,7.181136120042879
ETI AHENK GURME 50 GR,0.0
ETI BALIK MISIRLI KRAKER 70 GR,0.0
ETI BENIMO 80 GR,0.0
ETI BENIMO LOKMALIK 3 LU 240 GR,0.0
ETI BIDOLU 81 GR YER FISTIKLI KAKAOLU,0.0
ETI BIDOLU YER FISTIKLI 81 GR,0.0
ETI BROWNI INT. MINI 160 GR KARAMELLI,0.0
ETI BROWNI INTENSE CIK.160 GR,0.0
ETI BROWNI INTENSE GOLD 48 GR,0.0
ETI BROWNI KAK.CIKO.45 GR,0.0
ETI BROWNI MINI KAKAOLU 180 GR,0.0
ETI BROWNI PATISSERIE CIK.SOSLU KEK 165 GR,17.514689336167027
ETI BROWNI VISNE 45 GR,0.0
ETI BUMBO 42 GR,0.0
ETI BURCAK 100 GR LIMONLU KREMALI YULAFLI,0.0
ETI BURCAK 100 GR. H. CEVIZLI KREMALI BISK.,0.0
ETI BURCAK 114 GR SUTLU CIKOLATALI,0.0
ETI BURCAK 131 GR,0.0
ETI BURCAK 3 LU 393 GR,21.686947824637436
ETI BURCAK 91 GR COREK OTLU TUZLU BISK.,0.0
ETI BURCAK 91 GR ZEYTINLI TUZLU BISK.,0.0
ETI BURCAK BITTER CIK.114 GR,0.0
ETI BURCAK KURABI 198 GR. YULAFLI YER FIST.,0.0
ETI BURCAK SUTLU KREMALI 100 GR,0.0
ETI BURCAK SUTLU KREMALI 300 GR,0.0
ETI CANGA GOLD 45 GR,0.0
ETI CANGA SUTLU 45 GR,8.742931709438894
ETI CICIBEBE 700 GR,19.8
ETI CIK.KARAM 60 GR %70 KAKAO KARE,34.026805361072206
ETI CIK.KARE ANTEP FIST. 60 GR,0.0
ETI CIK.KARE KARAM 60 GR %54 KAKAO,34.026805361072206
ETI CIK.KARE KARAM BITTER 60 GR,34.026805361072206
ETI CIK.KARE SUTLU 65 GR,0.0
ETI CIK.UZUN ANTEP FISTIKLI 34 GR,0.0
ETI CIK.UZUN SUTLU 34 GR,0.0
ETI CIN LOKMALIK 114 GR,0.0
ETI CIN PORTAKALLI 25 GR,0.0
ETI CIN PORTAKALLI 325 GR,0.0
ETI CRAX 50 GR ACI BAHARATLI KRAKER,0.0
ETI CRAX 50 GR CHILI LIME MISKET LIMONLU ACILI,0.0
ETI CRAX BAHARATLI 80 GR,0.0
ETI CRAX PEYNIRLI KRAKER 80 GR,0.0
ETI CRAX SADE KRAKER 40 GR,0.0
ETI CRAX SADE KRAKER 85 GR,0.0
ETI ETIMEK 143 GR,0.0
ETI FORM 138 GR KIZARMIS KEPEKLI EKMEK,0.0
ETI FORM 41 GR TAHILLI BUGDAYLI PATLAGI,0.0
ETI FORM 45 GR,0.0
ETI FORM CIK.KAPL.BISKUVI 50 GR,0.0
ETI FORM LIMON LIFLI BISK.50 GR,0.0
ETI FRIGO ALASKA BITTER CIK.60 GR,0.0
ETI FRIGO ALASKA SUTLU CIK.60 GR,0.0
ETI GONG 64 GR MISIR VE PIRINC PATLAK,0.0
ETI HOSBES CILEKLI 142 GR,10.022004400880173
ETI HOSBES FINDIKLI 142 GR,10.022004400880173
ETI HOSBES FINDIKLI 70GR,0.0
ETI HOSBES KAKAOLU 142 GR,10.022004400880173
ETI KRAKER BALIK 85 GR,0.0
ETI KRAKER PIZZA 76 GR,0.0
ETI LIFALIF 250 GR INCE OGUTULMUS KIRMIZI MEYVELI,0.0
ETI LIFALIF 35 GR BITTER CIKO.MUSLI BAR,0.0
ETI LIFALIF 350 GR YULAF EZMESI INCE ÖGUTULMUŞ,25.017859694242045
ETI LIFALIF YULAF EZMESI 500 GR,25.017859694242045
ETI MAXIMUS SUTLU BAR 50 GR,0.0
ETI NERO 110 GR KAKAOLU BISKUVI,0.0
ETI PETIT BEURRE 400 GR,0.0
ETI POPKEK 55 GR BITTER CIKOLATALI,0.0
ETI POPKEK KAKAOLU 60 GR,0.0
ETI POPKEK LIMONLU 60 GR,0.0
ETI POPKEK MINI KAKAOLU 180 GR,9.021804360872169
ETI POPKEK MINI LIMONLU 180 GR,9.021804360872169
ETI POPKEK MINI MUZLU 180 GR,9.021804360872169
ETI POPKEK MUZLU 60 GR,0.0
ETI PUF HIND.CEV.16 GR,0.0
ETI PUF KAKAOLU 18 GR,0.0
ETI PUF RENKLI 18 GR,0.0
ETI SULTANI 123 GR,0.0
ETI SUSAMLI CUBUK 120 GR,0.0
ETI SUSAMLI CUBUK 56 GR,0.0
ETI SUT BURGER BALLI 35 GR,15.697310819262036
ETI SUT BURGER CILEKLI 35 GR,15.697310819262036
ETI SUT BURGER KAKAOLU 35GR,15.697310819262036
ETI SUT BURGER MUZLU  35 GR,15.697310819262036
ETI TARTINI FRAMBUAZLI 114 GR,0.0
ETI TOPKEK CILEKLI 40 GR,0.0
ETI TOPKEK FINDIKLI 35 GR,0.0
ETI TOPKEK MEYVELI 40 GR,0.0
ETI TUTKU 100 GR,0.0
ETI TUTKU 138 GR KAKAO KREMALI BISK.,0.0
ETI TUTKU RULO 150 GR,0.0
ETI YULAFLI BISK.125 GR,0.0
FAIRY H1A KAPSUL 36 LI,0.0
FAIRY SIVI 1500 ML LIMON,0.0
FAIRY SIVI 650 ML ELMA,0.0
FAIRY SIVI 650 ML LIMON,0.0
FAKIR 1000 ML AHSAP TEMIZLEYICI,0.0
FAMILIA HAVLU 16 LI  COCONAT,0.0
FAMILIA PECETE 100 LU,0.0
FAMILIA PECETE 200 LU,0.0
FAMILIA T.KAGIDI 16'LI  COCONUT,0.0
FAMILIA T.KAGIDI 40 LI COCONAT,0.0
FATIH KURU BOYA KALEMI 12 LI,0.0
FAX 3000 ML SIVI SABUN LAVANTA,0.0
FE NASIR TORPUSU,-40.0026668444563
FE RENKLI  CIMBIZ/YAN UCLU,-40.0026668444563
FE STOP SIGAR FILTRESI,0.0
FE TIRNAK MAKASI,-40.00400040004
FE TIRNAK TORPUSU ORTA BOY,-38.89321035670629
FEAST DONDURULMUS BROKOLI 500 GR,0.0
FEAST DONDURULMUS ELMA DILIMLI PATATES 1000 GR,0.0
FEAST DONDURULMUS VISNE  400 GR,0.0
FELIX KEDI KONSERVE 400 GR ETLI-TAVUKLU,0.0
FELIX KEDI KONSERVE SOMONLU 400GR,0.0
FELIX POUCH 4 LU AVANTAJ PAKET ETLI 85 GR,0.0
FELIX POUCH 4 LU AVANTAJ PAKET SOMONLU 85 GR,0.0
FELIX POUCH 4 LU AVANTAJ PAKET YAVRU 85 GR,0.0
FELIX POUCH CIFTE LEZZET ETLI-KANATLI 85 GR,0.0
FELIX POUCH CIFTE LEZZET SOMON SARDALYA 85 GR,0.0
FELIX POUCH ETLI 85 GR,0.0
FELIX POUCH KUZU ETLI 85 GR,0.0
FELIX POUCH SENSATION TAVUK-HAVUC 85 GR,0.0
FELIX POUCH SENSATION TON BALIKLI 85 GR,0.0
FELIX POUCH SOMONLI 85 GR,0.0
FELIX POUCH TASTY SHREDS ETLI DOM.85 GR,0.0
FELIX POUCH TASTY SHREDS TAVUKLU 85 GR,0.0
FELIX POUCH YAVRU TAVUKLU 85 GR,0.0
FERIDE SERPME PUDRA 75 GR,0.0
FIDE KELLE PACA CORBASI 480 ML,0.0
FIDE TAVUK SUYU 480 ML,0.0
FIDE TON BALIGI 2X160 GR.,0.0
FIDE TON BALIGI EKO 3*80 GR,0.0
FIDE TON BALIGI KLASIK 3*80 GR,0.0
FILIZ IRMIK 500 GR,0.0
FILIZ MAKARNA 350 GR YUMURTALI ERISTE,0.0
FILIZ MAKARNA 350 GR YUMURTALI UZUN ERISTE,0.0
FILIZ MAKARNA 500 GR ARPA SEHRIYE,0.0
FILIZ MAKARNA 500 GR BONCUK,0.0
FILIZ MAKARNA 500 GR BURGU,0.0
FILIZ MAKARNA 500 GR ERISTE,0.0
FILIZ MAKARNA 500 GR FIRIN,0.0
FILIZ MAKARNA 500 GR FIYONK,0.0
FILIZ MAKARNA 500 GR INCE UZUN,0.0
FILIZ MAKARNA 500 GR KALEM,0.0
FILIZ MAKARNA 500 GR KELEBEK,0.0
FILIZ MAKARNA 500 GR MANTI,0.0
FILIZ MAKARNA 500 GR SPAGETTI,0.0
FILIZ MAKARNA 500 GR TEL SEHRIYE,0.0
FILIZ MAKARNA 500 GR YASSI SPAGETTI,0.0
FILIZ MAKARNA 500 GR YUKSUK,0.0
FILIZ TAM BUGDAY BURGU 350 GR,0.0
FINISH 40 ULTIMATE QUANTUM TABLET,0.0
FINISH MAKINE TEMZ.LIMONLU 250 ML,0.0
FINISH PARLATICI 400GR LIMON,0.0
FINISH PARLATICI 400GR NORMAL,0.0
FINISH QUANTUM TABLET 50 LI,0.0
FINISH TABLET H1A 80'LI,0.0
FINISH ULTIMATE 40 LI PLUS,0.0
FIRST 60 DK AHUD. LIMON AROM. SAKIZ 27 GR,50.012503125781436
FIRST 60 DK KARPUZ SEFTALI AROM.SAKIZ 27 GR,50.012503125781436
FISKOBIRLIK FINDIK EZMESI 300 GR,7.143112254009072
FISKOKREM SUTLU KREMA 400 GR,0.0
FLEXI PLASTIK BIÇAK 10 LU,0.0
FRISKIES MINI MENU 1.5KG KOPEK MAMASI,0.0
FRISKIES POUCH 85 GR YAVRU KEDILER ICIN,0.0
FRISKIES POUCH ETLI 85 GR,0.0
FRISKIES POUCH SOMONLU 85 GR,0.0
"FRISKIES YAVRU KURU 1,5 KG KEDI MAMASI",0.0
GARNIER NEM BOMB.KAGIT MASKE KOMURLU YOSUN,-38.89104950275016
GARNIER NEM BOMBASI KAGIT MASKE MAVI,-38.89104950275016
GARNIER NEM BOMBASI KAGIT MASKE PEMBE,-38.89104950275016
GEDIK TAB. BAGET KG,0.0
GEDIK TAB. BUT KG,-5.000500050005001
GEDIK TAB. SIRTIZ UST BUT (SARMA) KG,0.0
GEDIK TAB. UCLU KANAT KG,0.0
GILLETTE 200ML TRAS JELI NORMAL,0.0
GILLETTE 200ML TRAS KOPUGU HASSAS SENS,0.0
GILLETTE BLUE II PLUS 5+2 POSET,0.0
GILLETTE BLUE II REGULAR 5 LI POSET,0.0
GILLETTE BLUE3 COMFORT KULLAN AT TIRAS BICAGI 9+3,0.0
GILLETTE MACH3 BICAK 2 LI,0.0
GILLETTE MACH3 BICAK 4 LU,0.0
GILLETTE MACH3 MAKINE + 2 YEDEK BICAK,0.0
GILLETTE VENUS 2 4'LU POSET,-30.003000300030003
GILLETTE VENUS BREEZE MAKINA UP,-30.00046154556224
GILLETTE VENUS RIVIERA 3 BICAKLI 2LI POSET,-30.303948604503166
GILLETTE VENUS SIMPLY 3 BICAKLI 4LU POSET,-30.436105917648593
GLADE 70 GR MINI JEL LAVANTA FERAH,0.0
GLADE AEROSOL ASKIN BUYUSU 300ML,0.0
GLADE AEROSOL OKYANUS SERINLIGI  300 ML,0.0
GLADE AEROSOL SABAH TAZELIGI 300ML,0.0
GLADE AEROSOL TROPIKAL 300ML,0.0
GLADE AEROSOL VANILYA 300 ML,0.0
GLADE BANYO 10 ML CIHAZ+YEDEK TEMIZ CARSAF FER,0.0
GLADE BANYO 10 ML YEDEK LAVANTA,0.0
GLISS 360ML SAC KREMI INTENSE THERAPY,0.0
GLISS 360ML SAC KREMI MILLION GLOSS,0.0
GLISS 500 ML SAMP. BIO-TECH,0.0
GLISS 500 ML SAMP.FIBER  THERAPY,0.0
GLISS 500ML SAMP.SUPREME LENGTH,0.0
"GMAX ANTIFRIZ  -56 1,5LT",0.0
GOLDEN DAISY ANTIK KILIM 80X125 CM,0.0
GOLDEN DAISY YASTIK ALEZI JAKARLI,0.0
GOURMET GOLD KEDI KONS. KIYILMIS HINDI ETLI 85 GR,0.0
GOURMET GOLD KEDI KONS. KIYILMIS SIGIR ETLI 85 GR,0.0
GOURMET GOLD KEDI KONS. KIYILMIS TAVUK ETLI 85 GR,0.0
GOURMET GOLD KEDI KONS. KIYILMIS TON BALIKLI 85 GR,0.0
GREYFURT,0.0
GUNSEVEN SIRKE ELMA 500 ML PET,20.008003201280513
GURSOY FINDIK EZMESI 320 GR %70FINDIK,0.0
GURSOY KAKAO FINDIK KREMA 700 GR,0.0
GURSOY KAKAOLU FINDIK KREMASI 400GR %15 FINDIK,0.0
GURSUT LUKS TAZE PEYNIRI KG,0.0
