Product Name,Price,ID
CAKMAK TOKAI CARK,"15,00",1
CAKMAK TOKAI KULLAN AT,"12,50",2
CAKMAK TOKAI MANY,"18,50",3
CAM KAVANOZ KAPAKSIZ 1000C,"12,00",4
CAM KAVANOZ KAPAKSIZ 425CC,"8,50",5
CANSIN YARABANDI,"5,00",6
DURACELL 9 VOLT,"299,00",7
DURACELL AA KALEM PIL 4LU,"199,90",8
DURACELL AAA INCE PIL 4LU,"199,90",9
DURACELL BUYUK PIL 2LI,"399,90",10
DURACELL DUGME PIL 2032 2 LI,"149,90",11
DURACELL KARTELA AA KALEM PIL 2LI,"65,00",12
DURACELL KARTELA AAA INCE PIL 2LI,"65,00",13
DURACELL ORTA PIL 2LI,"299,90",14
KEDI MAMASI KG,"120,00",15
KNORR CESNI MANGAL HARCI 40GR,"43,90",16
KNORR CESNI TAVUK ACILI VE BAHARATLI 34GR,"43,90",17
KOPEK MAMASI KG,"60,00",18
LUX KURDAN 400 ADET,"0,00",19
LUX PAMUK ZIGZAG 50 GR,"0,00",20
PANASONIC SHRINK 2LI BUYUK,"78,00",21
PANASONIC SHRINK INCE PIL 2LI,"24,00",22
PANASONIC SHRINK KALEM PIL 4LU,"40,00",23
PAREX PISIRME KAGIDI 8MT,"125,00",24
PAREX STREC FILIM 15MT KD07504,"64,90",25
PAREX STREC FILM-33 MT (7505),"109,90",26
PAREX YANMAZ FIRIN TORBASI 8 LI,"39,90",27
PASABAHCE CAY BARDAGI 12 LI 42021 OPTIKLI,"110,00",28
POPPY KARTON BARDAK 50LI,"25,00",29
POPPY PLASTIK BARDAK 10LU KRISTAL,"17,50",30
POPPY PLASTIK TABAK 10LU 21CM,"14,90",31
PROLINE KEDI KUMU KOKULU 10 LT,"199,00",32
PROLINE KEDI KUMU KOKULU 5 LT,"100,00",33
PROLINE KEDI MAMASI DANA ETLI 400GR,"60,00",34
PROLINE KEDI MAMASI DANA ETLI 85 GR,"20,00",35
PROLINE KEDI MAMASI KUZU ETLI 400GR,"60,00",36
PROLINE KEDI MAMASI KUZU ETLI 85 GR,"20,00",37
PROLINE KEDI MAMASI KUZU ETLI VE HAVUCLU 395 GR,"70,00",38
PROLINE KEDI MAMASI OKYANUS BALIKLI 395 GR,"70,00",39
PROLINE KEDI MAMASI SOMONLU 400GR,"60,00",40
PROLINE KEDI MAMASI SOMONLU 85 GR,"20,00",41
PROLINE KEDI MAMASI TAVUKLU 400GR,"60,00",42
PROLINE KEDI MAMASI TAVUKLU 85 GR,"20,00",43
PROLINE KEDI MAMASI TAVUKLU VE CIGERLI 395 GR,"70,00",44
PROLINE KISIRLASTIRILMIS YETISKIN KEDI MAMASI TAVUKLU 1200GR,"310,00",45
PROLINE YAVRU KEDI MAMASI TAVUKLU 1200GR,"360,00",46
PROLINE YAVRU KOPEK MAMASI KUZU ETLI 400GR,"60,00",47
PROLINE YETISKIN KEDI MAMASI MULTI COLOUR TAVUKLU 1200GR,"300,00",48
PROLINE YETISKIN KOPEK MAMASI DANA ETLI 400GR,"60,00",49
RAID SINEK SAVAR KOKULU 300ML,"129,90",50
RAID SINEK SAVAR KOKUSUZ 300ML,"189,90",51
SERA FIRIN TORBASI 25*38 CM 8 LI,"33,50",52
SITIL AYAKKABI BOYASI KOYU KAHVE 50 GR,"21,90",53
SITIL AYAKKABI BOYASI SIYAH 50 GR,"21,90",54
SITIL BOYA KOYU KAHVE 175 GR,"36,90",55
SITIL EVALI AYAKKABI SUNGERI,"13,90",56
SITIL SIYAH AYAKKABI BOYASI 175 GR,"36,90",57
"SOZ MESE MANGAL KOMURU 1,5 KG","99,00",58
TRENDLINE YAVRU KEDI MAMASI TAVUKLU 1 KG,"190,00",59
TRENDLINE YETISKIN KEDI MAMASI SOMONLU 1 KG,"190,00",60
TRENDLINE YETISKIN KEDI MAMASI TAVUKLU 1 KG,"190,00",61
APTAMIL DEVAM SUTU 350 GR 2,"495,50",62
APTAMIL DEVAM SUTU 350 GR 3,"495,50",63
APTAMIL DEVAM SUTU 350 GR 4,"495,50",64
APTAMIL DEVAM SUTU 800 GR 2,"999,90",65
APTAMIL DEVAM SUTU 800 GR 3,"999,90",66
APTAMIL DEVAM SUTU 800 GR 4,"999,90",67
ARI MAMA 7 TAHILLI GECE 200 GR,"47,90",68
ARI MAMA 7 TAHILLI GECE 500GR,"134,90",69
ARI MAMA BALLI IRMIKLI 200 GR,"47,90",70
ARI MAMA MUZLU 200 GR,"47,90",71
ARI MAMA SUTLU 200 GR,"47,90",72
ARI MAMA SUTLU 500GR,"134,90",73
BASAK PIRINC UNU 250GR,"27,90",74
BEBELAC GOLD 1 350 GR,"375,50",75
BEBELAC GOLD 2 350 GR,"375,50",76
BEBELAC GOLD 3 350 GR,"375,50",77
BELUX ISLAK HAVLU 120LI,"26,50",78
DALIN BABY KOLONYA BICI BICI 150ML,"79,00",79
DALIN BEBE SABUNU 100GR,"0,00",80
DALIN BEBE SABUNU 100GR,"39,00",81
DALIN ISLAK HAVLU 3 LU,"95,00",82
DALIN ISLAK HAVLU 56 LI,"32,90",83
DALIN KOLAY TARAMA SPRAYI 200ML,"149,00",84
DALIN KULAK CUBUGU 56LI,"79,00",85
DALIN SAMPUAN 100ML,"35,00",86
DALIN SAMPUAN 200ML,"59,00",87
DALIN SAMPUAN 200ML KOLAY TARAMA,"59,00",88
DALIN SAMPUAN 700 ML,"140,00",89
DALIN SAMPUAN 700+200ML,"134,90",90
DALIN SIVI DETERJANI 1500ML,"260,00",91
DALIN VAZELIN 100 ML,"140,00",92
ETI CICIBEBE 172GR,"47,00",93
ETI CICIBEBE 400GR,"87,00",94
HERO BABY 120GR PREBIYOTIKLI MUZLU YOGURTLU,"24,90",95
HERO BABY 125GR KARISIK MEYVELI,"29,90",96
HERO BABY 125GR MUZ MANDALINA ARMUT,"29,90",97
HERO BABY ORGANIK KARISIK MEYVELI 120GR,"34,90",98
HERO BABY ORGANIK KAYISILI 120 GR,"34,90",99
HERO BABY SUTLU TAHILLI ELMALI 200GR,"79,90",100
HERO BABY SUTLU TAHILLI PEYN. PEKM. 200GR,"79,90",101
JOHNSON BABY GOLD SAMPUAN 750+200ML,"159,00",102
JOHNSON BABY ISILDAYAN PARLAKLIK SAC SPREY 200ML,"179,00",103
JOHNSON BABY SAMPUAN 200ML PRENS,"89,00",104
JOHNSON BABY SAMPUAN 500 ML,"99,00",105
JOHNSON BABY SAMPUAN 750ML,"119,00",106
JOHNSON BABY SAMPUAN 750ML + YAG 200ML,"169,00",107
JOHNSON BABY SAMPUAN SOZ DINLEYEN 500ML,"119,00",108
JOHNSON BABY VAZELIN PARFUMLU 100GR,"119,00",109
LUX CEP MENDIL 15 LI,"0,00",110
LUX CLEUP ISLAK MENDIL 90 LI GUN FERAHLIGI,"0,00",111
LUX MAXI BEBE TEM. PAMUGU 60 LI,"0,00",112
MOLFIX KULOT BEZ S.FIRSAT PAKETI MIDI 25 LI,"241,50",113
MOLFIX FIRSAT PAKETI EXTRA LARGE 39 LU,"299,00",114
MOLFIX FIRSAT PAKETI JUNIOR 48 LI,"299,00",115
MOLFIX FIRSAT PAKETI JUNIOR PLUS 44 LU,"299,00",116
MOLFIX FIRSAT PAKETI MAXI 60 LI,"299,00",117
MOLFIX FIRSAT PAKETI MAXI PLUS 52 LI,"299,00",118
MOLFIX FIRSAT PAKETI MIDI 72 LI,"299,00",119
MOLFIX JUMBO JUNIOR 24 LU,"109,90",120
MOLFIX S.FIRSAT PURE&SOFT YENIDOGAN 92 LI,"299,00",121
PRIMA AKTIF BABY FIRSAT PAKETI MINI 72 LI,"425,00",122
SLEEPY ISLAK HAVLU ANTIBAKTERIYEL 50 LI,"34,90",123
SLEEPY ISLAK HAVLU DOGAL ORGANIK 50 LI,"34,90",124
SLEEPY ISLAK HAVLU ROSE 90LI,"34,50",125
SLEEPY ISLAK HAVLU SENSITIVE 90'LI,"34,50",126
SLEEPY ISLAK HAVLU ZEYTINYAGLI PAMUKSU 90 LI,"34,50",127
SLEEPY SENSITIVE BEBEK BAKIM ORTUSU 10 LU,"139,00",128
SLEEPY SENSITIVE BEZ IKILI JUMBO NEWBORN 80 AD,"169,90",129
ULKER BEBE BISKUVI 400GR,"82,05",130
UNI BABY CAMASIR DETERANI 1500 ML,"225,00",131
UNI BABY CAMASIR YUMUSATICI 1500 ML,"139,00",132
UNI BABY SAMPUAN 500 ML,"79,90",133
UNI BABY SAMPUAN 900 ML,"139,00",134
SOLO ISLAK HAVLU KAPAKLI 90 LI,"30,00",135
ABC BULASIK DETERJANI 1370GR MISKET LIMON,"99,00",136
ABC BULASIK DETERJANI 1370GR POWER,"99,00",137
ABC BULASIK DETERJANI 670ML MISKET LIMON,"59,00",138
ABC BULASIK DETERJANI 670ML PORTAKAL,"59,00",139
ABC BULASIK DETERJANI 670ML POWER,"59,00",140
ABC BULASIK DETERJANI MISKET LIMON 4KG,"169,00",141
ABC BULASIK DETERJANI POWER 4KG,"169,00",142
ABC CAM TEMIZLEYICI 750ML+750ML,"105,00",143
ABC CAMASIR SUYU BEMBEYAZ 1000GR,"39,00",144
ABC CAMASIR SUYU BEMBEYAZ 4KG,"129,00",145
ABC CAMASIR SUYU LAVANTA 1000GR,"39,00",146
ABC CAMASIR SUYU LAVANTA 4KG,"129,00",147
ABC JEL PLUS DAG FERAHLIGI 2145 ML,"189,00",148
ABC KONS. YUM. GIZEMLI LOTUS 1440ML,"124,50",149
ABC KONS. YUM. ROMANTIK GUL 1440ML,"124,50",150
ABC KONS. YUM. SENSITIVE 1440ML,"124,50",151
ABC KONS. YUM. TUTKULU DAHLIA 1440ML,"124,50",152
ABC KONS. YUM. ZARIF ORKIDE 1440ML,"124,50",153
ABC KREM AMONYAK 750 ML,"74,50",154
ABC MATIK COLOR 6KG,"249,00",155
ABC MATIK GUL TUTKUSU 6KG,"249,00",156
ABC MATIK LAVANTA TAZELIGI 6KG,"249,00",157
ABC TOZ DETERJAN ELDE YIKAMA LAVANTA 600GR,"49,00",158
ABC TOZ DETERJAN SODA ETKILI 600GR,"49,00",159
ABC ULTRA CAMASIR SUYU HIJYEN 3.5KG,"149,00",160
ABC ULTRA CAMASIR SUYU KARBONATLI 3.5KG,"149,00",161
ABC ULTRA YOGUN CAMASIR SUYU DAG RUZGARI 810GR,"49,90",162
ABC ULTRA YOGUN CAMASIR SUYU HIJYEN ASKI 810GR,"49,90",163
ABC YUMUSATICI GUL TUTKUSU 5LT,"169,00",164
ABC YUMUSATICI KAMELYA ASKI 5LT,"169,00",165
ABC YUMUSATICI LAVANTA HUZURU 5LT,"169,00",166
ABC YUMUSATICI SENSITIVE 5LT,"169,00",167
ABC YUZEY TEM. 2500ML BEYAZ INCI,"99,00",168
ABC YUZEY TEM. 900ML BEYAZ INCI,"49,00",169
ABC YUZEY TEM. 900ML ORKIDE BUYUSU,"49,00",170
ACE CAMASIR SUYU 1 LT BAHAR KOKULU,"72,50",171
ACE CAMASIR SUYU 1 LT HIJYENIK BEYAZLAR,"72,50",172
ACE CAMASIR SUYU 1 LT KLASIK,"67,50",173
ACE CAMASIR SUYU 1 LT LAVANTA,"72,50",174
ACE CAMASIR SUYU 2 LT BAHAR KOKULU,"116,50",175
ACE CAMASIR SUYU 2 LT HIJYENIK BEYAZLAR,"116,50",176
ACE CAMASIR SUYU 2 LT KLASIK,"109,50",177
