District,Rooms,Price
Merkez / Cebrail,2+1,10.000 TL
Merkez / Cebrail,1+1,12.000 TL
Merkez / Cebrail,1+1,11.000 TL
Merkez / Cebrail,2+0,11.000 TL
Merkez / Cebrail,1+1,11.500 TL
Bozkurt,2+1,12.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Kuzeykent,2+1,12.000 TL
Merkez / Akmescit,2+1,11.000 TL
Merkez / Kuzeykent,1+1,10.500 TL
Merkez / Kuzeykent,2+1,10.000 TL
Merkez / Kuzeykent,2+1,12.000 TL
Merkez / Kuzeykent,1+1,9.500 TL
Merkez / Kuzeykent,Stüdyo (1+0),10.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Köyler,2+1,10.000 TL
Merkez / Kuzeykent,2+1,11.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Merkez / Kuzeykent,2+1,11.000 TL
Araç,2+0,8.000 TL
Araç / İhsangazi,1+1,7.000 TL
Tosya,2+1,12.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Araç / İhsangazi,3+1,10.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Merkez / Cebrail,3+1,7.750 TL
Merkez / Köyler,1+1,10.000 TL
Merkez / Köyler,2+1,11.500 TL
Merkez / Köyler,2+1,11.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Merkez / Kuzeykent,1+1,10.250 TL
Merkez / Kuzeykent,2+1,10.500 TL
Merkez / Kuzeykent,Stüdyo (1+0),7.000 TL
Merkez / Kuzeykent,1+1,11.000 TL
Merkez / Cebrail,2+1,10.000 TL
Merkez / Kuzeykent,Stüdyo (1+0),10.000 TL
Merkez / Kuzeykent,1+1,8.000 TL
Merkez / Kuzeykent,1+1,11.500 TL
Merkez / Kuzeykent,1+1,11.500 TL
Merkez / Cebrail,3+1,10.000 TL
Küre,3+1,7.500 TL
Merkez / Kuzeykent,2+0,9.000 TL
Merkez / Köyler,2+1,11.250 TL
Taşköprü,2+1,11.000 TL
Merkez / Cebrail,2+1,11.000 TL
Merkez / Kuzeykent,1+1,10.500 TL
Merkez / Kuzeykent,1+1,10.500 TL
Merkez / Kuzeykent,1+1,10.000 TL
Merkez / Kuzeykent,1+1,9.200 TL
Merkez / Kuzeykent,1+1,11.000 TL
Merkez / Kuzeykent,1+1,11.000 TL
Merkez / Kuzeykent,1+1,8.500 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Tosya,2+1,11.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Merkez / Cebrail,2+1,10.000 TL
Devrekani,3+1,11.000 TL
Merkez / Kuzeykent,2+1,10.000 TL
Merkez / Kuzeykent,2+1,10.500 TL
Merkez / Kuzeykent,Stüdyo (1+0),9.000 TL
Merkez / Kuzeykent,2+1,10.000 TL
Devrekani / İğdir (Samatlar),3+1,11.000 TL
Merkez / Akmescit,2+1,10.500 TL
Merkez / Kuzeykent,1+1,10.500 TL
Merkez / Akmescit,Stüdyo (1+0),10.750 TL
Merkez / Kuzeykent,1+1,11.000 TL
Devrekani,1+1,11.000 TL
Merkez / Kuzeykent,1+1,10.000 TL
Tosya,3+1,11.000 TL
Merkez / Cebrail,2+1,11.000 TL
Merkez / Akmescit,2+1,6.000 TL
Merkez / Kuzeykent,1+1,11.500 TL
Merkez / Cebrail,1+1,11.000 TL
Küre,1.5+1,11.000 TL
Merkez / Kuzeykent,2+1,10.500 TL
Merkez / Kuzeykent,Stüdyo (1+0),9.000 TL
Bozkurt,2+1,10.500 TL
Merkez / Kuzeykent,1+1,11.500 TL
Merkez / Kuzeykent,2+1,11.000 TL
Merkez / Akmescit,3+1,11.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Kuzeykent,Stüdyo (1+0),11.000 TL
Merkez / Kuzeykent,1+1,11.750 TL
Tosya,4+2,8.250 TL
Tosya,1+1,10.000 TL
Tosya,2+1,7.750 TL
Taşköprü,3+1,12.000 TL
Bozkurt,Stüdyo (1+0),10.000 TL
Merkez / Kuzeykent,1+1,11.000 TL
Merkez / Kuzeykent,Stüdyo (1+0),7.000 TL
Merkez / Köyler,1+1,9.750 TL
Merkez / Akmescit,2+1,12.000 TL
Merkez / Köyler,2+1,12.000 TL
Merkez / Kuzeykent,2.5+1,11.500 TL
Merkez / Kuzeykent,2+1,11.000 TL
Merkez / Kuzeykent,2+1,11.000 TL
Bozkurt,2+1,10.500 TL
Merkez / Köyler,2+1,9.000 TL
Merkez / Köyler,2+1,12.000 TL
Merkez / Kuzeykent,2+0,10.000 TL
Merkez / Cebrail,2+1,10.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Kuzeykent,2+1,10.000 TL
Merkez / Kuzeykent,1+1,12.000 TL
Merkez / Kuzeykent,2+1,12.000 TL
Merkez / Kuzeykent,Stüdyo (1+0),9.500 TL
Merkez / Kuzeykent,1+1,12.000 TL
Şenpazar,2+1,14.000 TL
Merkez / Kuzeykent,1+1,14.000 TL
Merkez / Kuzeykent,1+1,13.500 TL
